"Four-Year Graduation Rates, Trend"
"All Districts, All Schools, High Needs Status"

"Bridgeport School District","Harding High School","Non-High Needs","*","*","*","N/A","*"
"Bristol School District","Bristol Central High School","High Needs",56.6,76.7,66.9,71.9,73.0
"Bristol School District","Bristol Central High School","Non-High Needs",83.8,94.8,95.7,93.5,94.4
"Bristol School District","Bristol Eastern High School","High Needs",69.6,76.4,69.3,75.0,76.0
"Bristol School District","Bristol Eastern High School","Non-High Needs",85.5,93.4,91.6,92.5,96.8
"Brookfield School District","Brookfield High School","High Needs",88.9,84.4,87.8,91.1,92.7
"Brookfield School District","Brookfield High School","Non-High Needs",95.9,99.1,98.0,98.9,97.3
"Canton School District","Canton High School","High Needs",88.9,93.8,83.9,82.6,90.9
"Canton School District","Canton High School","Non-High Needs",96.0,98.0,98.9,97.3,98.1
"Capitol Region Education Council","Academy of Aerospace and Engineering","High Needs","N/A","N/A",88.9,"*",74.1
"Capitol Region Education Council","Academy of Aerospace and Engineering","Non-High Needs","N/A","N/A",85.0,94.1,91.3
"Capitol Region Education Council","Academy of Science and Innovation","High Needs","N/A","N/A","N/A","N/A",95.8
"Capitol Region Education Council","Academy of Science and Innovation","Non-High Needs","N/A","N/A","N/A","N/A",100.0
"Capitol Region Education Council","Great Path Academy at MCC","High Needs",85.5,79.2,"N/A","N/A","N/A"
"Capitol Region Education Council","Great Path Academy at MCC","Non-High Needs",89.8,84.6,"N/A","N/A","N/A"
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","High Needs",65.2,90.2,83.3,82.0,87.7
"Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","Non-High Needs",87.2,84.2,81.8,88.2,95.7
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","High Needs","N/A","N/A","N/A",93.9,"N/A"
"Capitol Region Education Council","Medical Professions and Teacher Preparation Academy","Non-High Needs","N/A","N/A","N/A",92.3,"N/A"
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","High Needs",87.5,88.9,91.7,97.8,92.9
"Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","Non-High Needs",91.1,100.0,97.7,94.0,100.0
"Capitol Region Education Council","Public Safety Academy","High Needs","N/A","N/A","N/A",84.6,86.7
"Capitol Region Education Council","Public Safety Academy","Non-High Needs","N/A","N/A","N/A","*",100.0
"Cheshire School District","Cheshire High School","High Needs",79.6,94.5,92.1,93.2,95.2
"Cheshire School District","Cheshire High School","Non-High Needs",98.4,99.4,98.6,99.7,100.0
"Clinton School District","The Morgan School","High Needs",88.6,87.5,78.8,88.9,77.6
"Clinton School District","The Morgan School","Non-High Needs",93.6,94.4,95.6,96.0,96.4
"Colchester School District","Bacon Academy","High Needs",85.4,84.1,83.0,86.2,90.3
"Colchester School District","Bacon Academy","Non-High Needs",94.2,98.3,97.0,98.4,97.5
"Common Ground High School District","Common Ground High School","High Needs",81.5,88.0,86.7,86.4,100.0
"Common Ground High School District","Common Ground High School","Non-High Needs",100.0,100.0,100.0,100.0,100.0
"Connecticut Technical High School System","A. I. Prince Technical High School","High Needs",87.8,92.6,88.8,95.1,98.3
"Connecticut Technical High School System","A. I. Prince Technical High School","Non-High Needs",94.5,95.0,"*",100.0,"*"
"Connecticut Technical High School System","Bullard-Havens Technical High School","High Needs",90.9,93.6,96.4,91.4,96.1
"Connecticut Technical High School System","Bullard-Havens Technical High School","Non-High Needs",96.1,100.0,96.4,93.9,95.0
"Connecticut Technical High School System","E. C. Goodwin Technical High School","High Needs",89.3,92.9,93.9,95.9,98.1
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Non-High Needs",95.9,"*",100.0,90.0,92.9
"Connecticut Technical High School System","Eli Whitney Technical High School","High Needs",71.8,92.4,82.9,92.1,89.7
"Connecticut Technical High School System","Eli Whitney Technical High School","Non-High Needs",85.7,"*","*",90.0,"*"
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","High Needs",94.4,92.1,96.7,94.1,95.4
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Non-High Needs",96.6,98.1,100.0,95.2,94.7
"Connecticut Technical High School System","Emmett O'Brien Technical High School","High Needs",78.6,97.2,98.4,95.2,100.0
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Non-High Needs",94.4,96.7,94.2,96.9,100.0
"Connecticut Technical High School System","H. C. Wilcox Technical High School","High Needs",91.4,97.1,100.0,93.6,100.0
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Non-High Needs",98.6,97.1,98.9,100.0,98.9
"Connecticut Technical High School System","H. H. Ellis Technical High School","High Needs",88.9,98.3,100.0,100.0,96.2
"Connecticut Technical High School System","H. H. Ellis Technical High School","Non-High Needs",89.2,94.4,100.0,93.0,96.8
"Connecticut Technical High School System","Henry Abbott Technical High School","High Needs",92.0,96.9,95.1,94.1,98.8
"Connecticut Technical High School System","Henry Abbott Technical High School","Non-High Needs",90.9,96.9,98.5,100.0,100.0
"Connecticut Technical High School System","Howell Cheney Technical High School","High Needs",92.3,95.0,97.6,100.0,94.1
"Connecticut Technical High School System","Howell Cheney Technical High School","Non-High Needs",99.2,98.8,96.5,98.4,97.1
"Connecticut Technical High School System","Norwich Technical High School","High Needs",100.0,94.7,100.0,96.2,97.8
"Connecticut Technical High School System","Norwich Technical High School","Non-High Needs",97.8,98.7,97.4,98.7,100.0
"Connecticut Technical High School System","Oliver Wolcott Technical High School","High Needs",90.9,96.9,98.0,94.8,97.2
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Non-High Needs",92.9,98.0,99.2,97.7,98.8
"Connecticut Technical High School System","Platt Technical High School","High Needs",97.1,98.2,97.9,98.2,100.0
"Connecticut Technical High School System","Platt Technical High School","Non-High Needs",95.2,96.1,100.0,97.8,100.0
"Connecticut Technical High School System","Vinal Technical High School","High Needs",88.5,95.2,92.2,90.7,98.8
"Connecticut Technical High School System","Vinal Technical High School","Non-High Needs",93.6,97.0,96.1,98.5,97.2
"Connecticut Technical High School System","W. F. Kaynor Technical High School","High Needs",92.3,98.2,97.2,99.0,96.5
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Non-High Needs",95.3,98.4,98.8,97.4,100.0
"Connecticut Technical High School System","Windham Technical High School","High Needs",88.2,98.7,98.4,100.0,96.6
"Connecticut Technical High School System","Windham Technical High School","Non-High Needs",96.3,95.2,98.6,96.8,97.9
"Coventry School District","Coventry High School","High Needs",70.4,70.2,77.5,90.9,92.9
"Coventry School District","Coventry High School","Non-High Needs",94.4,94.2,95.8,100.0,100.0
"Cromwell School District","Cromwell High School","High Needs",78.1,85.7,85.7,73.5,91.2
"Cromwell School District","Cromwell High School","Non-High Needs",99.3,98.1,97.0,100.0,100.0
"Danbury School District","Alternative Center For Excellence","High Needs","N/A","N/A","*","N/A","N/A"
"Danbury School District","Alternative Center For Excellence","Non-High Needs","N/A","N/A","*","N/A","N/A"
"Danbury School District","Danbury High School","High Needs",65.9,69.8,65.8,73.0,69.8
"Danbury School District","Danbury High School","Non-High Needs",89.4,91.5,95.4,95.0,95.3
"Darien School District","Darien High School","High Needs",90.0,93.9,92.7,93.0,88.1
"Darien School District","Darien High School","Non-High Needs",96.9,97.7,98.5,99.3,98.6
"Derby School District","Derby High School","High Needs",60.4,69.4,56.4,75.8,78.7
"Derby School District","Derby High School","Non-High Needs",79.7,90.0,90.3,91.7,96.2
"East Granby School District","East Granby High School","High Needs",85.7,100.0,90.0,66.7,100.0
"East Granby School District","East Granby High School","Non-High Needs",97.1,96.0,98.3,98.2,100.0
"East Haddam School District","Nathan Hale-Ray High School","High Needs",90.0,90.9,95.2,86.2,82.8
"East Haddam School District","Nathan Hale-Ray High School","Non-High Needs",92.8,94.7,100.0,100.0,97.5
"East Hampton School District","East Hampton High School","High Needs",88.2,85.2,88.0,83.3,87.0
"East Hampton School District","East Hampton High School","Non-High Needs",94.1,97.7,99.0,100.0,99.0
"East Hartford School District","Connecticut IB Academy","High Needs",100.0,93.3,93.8,"*",100.0
"East Hartford School District","Connecticut IB Academy","Non-High Needs",100.0,91.3,95.7,96.8,100.0
"East Hartford School District","East Hartford High School","High Needs",76.9,83.8,82.9,85.6,93.7
"East Hartford School District","East Hartford High School","Non-High Needs",84.8,95.7,93.8,89.6,97.8
"East Hartford School District","Stevens Alternate High school","High Needs","N/A","N/A",50.0,41.0,"N/A"
"East Hartford School District","Stevens Alternate High school","Non-High Needs","N/A","N/A",66.7,"*","N/A"
"East Haven School District","East Haven High School","High Needs",75.0,68.3,64.1,74.5,68.3
"East Haven School District","East Haven High School","Non-High Needs",92.6,84.0,89.6,94.3,94.4
"East Lyme School District","East Lyme High School","High Needs",95.5,91.0,79.7,90.6,92.9
"East Lyme School District","East Lyme High School","Non-High Needs",96.4,97.3,99.2,99.0,99.0
"East Windsor School District","East Windsor High School","High Needs",73.0,79.4,72.5,86.3,84.4
"East Windsor School District","East Windsor High School","Non-High Needs",87.5,94.2,95.5,92.9,92.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","High Needs","*",88.9,88.9,94.4,100.0
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-High Needs",80.0,88.9,94.1,87.5,93.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","High Needs","*",65.5,67.9,54.5,63.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-High Needs",76.0,78.6,73.3,60.0,57.1
"Ellington School District","Ellington High School","High Needs",88.0,71.4,78.9,90.0,90.9
"Ellington School District","Ellington High School","Non-High Needs",95.5,95.2,95.0,97.4,100.0
"Elm City College Preparatory School District","Elm City College Preparatory School","High Needs","N/A","*","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-High Needs","N/A","*","*","*","*"
"Enfield School District","Enfield High School","High Needs",57.5,75.4,69.1,65.9,77.8
"Enfield School District","Enfield High School","Non-High Needs",89.9,95.1,92.2,95.4,93.2
"Enfield School District","Enrico Fermi High School","High Needs",73.1,75.5,83.5,85.4,78.9
"Enfield School District","Enrico Fermi High School","Non-High Needs",86.6,94.4,97.7,93.0,94.9
"Explorations District","Explorations","High Needs",44.4,45.0,55.6,"*",81.3
"Explorations District","Explorations","Non-High Needs",62.5,87.5,78.6,"*",100.0
"Fairfield School District","Fairfield Ludlowe High School","High Needs",79.2,91.0,85.4,76.4,87.7
"Fairfield School District","Fairfield Ludlowe High School","Non-High Needs",96.4,97.8,98.0,98.6,99.3
"Fairfield School District","Fairfield Warde High School","High Needs",72.0,78.0,78.0,83.7,94.5
"Fairfield School District","Fairfield Warde High School","Non-High Needs",98.0,97.3,96.9,98.1,98.7
"Farmington School District","Farmington High School","High Needs",82.0,88.9,85.7,84.4,91.7
"Farmington School District","Farmington High School","Non-High Needs",97.2,97.5,99.2,99.3,100.0
"Glastonbury School District","Glastonbury High School","High Needs",89.3,83.2,86.7,95.2,96.9
"Glastonbury School District","Glastonbury High School","Non-High Needs",99.1,99.3,99.3,99.6,99.3
"Granby School District","Granby Memorial High School","High Needs",89.5,96.4,92.6,88.6,93.1
"Granby School District","Granby Memorial High School","Non-High Needs",97.7,98.7,99.4,98.8,98.5
"Greenwich School District","Greenwich High School","High Needs",83.7,84.9,85.0,93.2,91.8
"Greenwich School District","Greenwich High School","Non-High Needs",97.6,95.8,98.8,98.5,99.3
"Griswold School District","Griswold High School","High Needs",55.1,76.5,77.8,73.3,82.8
"Griswold School District","Griswold High School","Non-High Needs",91.2,96.1,95.8,97.5,97.5
"Groton School District","Robert E. Fitch High School","High Needs",64.7,74.4,73.2,78.0,82.4
"Groton School District","Robert E. Fitch High School","Non-High Needs",90.7,90.7,91.6,93.9,96.1
"Guilford School District","Guilford High School","High Needs",89.2,93.1,82.1,76.1,89.8
"Guilford School District","Guilford High School","Non-High Needs",96.5,99.6,96.8,98.6,98.6
"Hamden School District","Hamden High School","High Needs",71.7,77.7,80.0,85.4,85.5
"Hamden School District","Hamden High School","Non-High Needs",90.7,94.0,94.2,97.8,98.5
"Hartford School District","Bulkeley High School Upper School","High Needs",74.8,63.3,71.6,73.3,72.4
"Hartford School District","Bulkeley High School Upper School","Non-High Needs",100.0,"N/A","N/A","N/A","*"
"Hartford School District","Capital Community College Magnet Academy","High Needs","N/A","N/A","N/A","N/A",62.5
"Hartford School District","Capital Community College Magnet Academy","Non-High Needs","N/A","N/A","N/A","N/A","*"
"Hartford School District","Capital Preparatory Magnet School","High Needs",87.5,100.0,100.0,97.8,96.4
"Hartford School District","Capital Preparatory Magnet School","Non-High Needs",86.7,"*",100.0,87.5,92.3
"Hartford School District","Classical Magnet School","High Needs",87.5,98.0,92.9,93.9,87.9
"Hartford School District","Classical Magnet School","Non-High Needs",100.0,100.0,97.0,97.1,96.2
"Hartford School District","Culinary Arts Academy","High Needs",57.0,65.2,56.2,59.8,69.2
"Hartford School District","Culinary Arts Academy","Non-High Needs","*","N/A","N/A","N/A","*"
"Hartford School District","Great Path Academy High School at MCC","High Needs","N/A","N/A",89.7,90.9,"N/A"
"Hartford School District","Great Path Academy High School at MCC","Non-High Needs","N/A","N/A",100.0,100.0,"N/A"
"Hartford School District","Great Path Academy at MCC","High Needs","N/A","N/A","N/A","N/A",88.0
"Hartford School District","Great Path Academy at MCC","Non-High Needs","N/A","N/A","N/A","N/A",100.0
"Hartford School District","HPHS Academy of Engineering and Green Technology","High Needs",71.3,60.8,63.4,61.6,70.7
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-High Needs","N/A","N/A","N/A","N/A","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","High Needs",71.5,68.0,68.3,66.2,73.0
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-High Needs","*","N/A","N/A","*","*"
"Hartford School District","HPHS Law and Government Academy","High Needs",51.0,47.4,71.7,71.9,61.8
"Hartford School District","HPHS Law and Government Academy","Non-High Needs","*","N/A","N/A","N/A",100.0
"Hartford School District","Hartford Magnet Trinity College Academy","High Needs","N/A","N/A","N/A","N/A",96.1
"Hartford School District","Hartford Magnet Trinity College Academy","Non-High Needs","N/A","N/A","N/A","N/A",96.0
"Hartford School District","High School Inc.","High Needs","N/A","N/A",68.1,63.0,76.7
"Hartford School District","High School Inc.","Non-High Needs","N/A","N/A",86.7,"*",63.6
"Hartford School District","Journalism and Media Academy Magnet School","High Needs","N/A","N/A",66.7,76.4,71.7
"Hartford School District","Journalism and Media Academy Magnet School","Non-High Needs","N/A","N/A","N/A","*","*"
"Hartford School District","OPPortunity High School","High Needs",28.3,47.1,58.7,33.8,"N/A"
"Hartford School District","OPPortunity High School","Non-High Needs","*","*","*","*","N/A"
"Hartford School District","Pathways Academy of Technology and Design","High Needs",85.6,90.6,91.7,87.8,88.4
"Hartford School District","Pathways Academy of Technology and Design","Non-High Needs","*",100.0,"*",95.7,92.0
"Hartford School District","Sports and Medical Sciences Academy","High Needs",90.3,90.6,93.2,91.3,91.8
"Hartford School District","Sports and Medical Sciences Academy","Non-High Needs","*","N/A","N/A","N/A","*"
"Hartford School District","University High School of Science and Engineering","High Needs","N/A","N/A","N/A","N/A",94.6
"Hartford School District","University High School of Science and Engineering","Non-High Needs","N/A","N/A","N/A","N/A",100.0
"Hartford School District","University High of Science and Engineering","High Needs",94.4,85.5,98.0,89.8,"N/A"
"Hartford School District","University High of Science and Engineering","Non-High Needs",97.3,96.8,95.5,96.8,"N/A"
"Hartford School District","Weaver High School","High Needs",68.8,"N/A","N/A","N/A","N/A"
"Hartford School District","Weaver High School","Non-High Needs",66.7,"N/A","N/A","N/A","N/A"
"Killingly School District","Killingly High School","High Needs",54.3,67.3,67.8,73.8,69.7
"Killingly School District","Killingly High School","Non-High Needs",81.0,91.7,87.5,94.1,95.8
"Learn","Connecticut River Academy","High Needs","N/A","N/A",95.8,90.0,93.3
"Learn","Connecticut River Academy","Non-High Needs","N/A","N/A","*",100.0,92.0
"Learn","Marine Science Magnet High School of Southeastern Connecticut","High Needs","N/A","N/A","N/A","*",83.3
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-High Needs","N/A","N/A","*",100.0,90.0
"Learn","Three Rivers Middle College Magnet School","High Needs","N/A","N/A",100.0,88.2,94.1
"Learn","Three Rivers Middle College Magnet School","Non-High Needs","N/A","N/A","*","*",90.9
"Lebanon School District","Lyman Memorial High School","High Needs",83.3,84.0,90.9,88.5,91.7
"Lebanon School District","Lyman Memorial High School","Non-High Needs",96.1,91.3,94.1,96.2,98.5
"Ledyard School District","Ledyard High School","High Needs",82.7,81.1,81.2,87.2,88.8
"Ledyard School District","Ledyard High School","Non-High Needs",93.2,96.1,97.4,98.7,98.6
"Lisbon School District","Community Connection - The Big Picture High School","High Needs","*","*","*","N/A","N/A"
"Lisbon School District","Community Connection - The Big Picture High School","Non-High Needs","N/A","*","*","N/A","N/A"
"Litchfield School District","Litchfield High School","High Needs",80.0,94.4,94.1,87.5,100.0
"Litchfield School District","Litchfield High School","Non-High Needs",96.3,98.8,100.0,96.6,100.0
"Madison School District","Daniel Hand High School","High Needs",80.0,92.3,95.8,92.9,98.1
"Madison School District","Daniel Hand High School","Non-High Needs",98.9,99.3,99.6,98.5,99.2
"Manchester School District","Manchester High School","High Needs",57.1,69.4,68.6,80.2,80.5
"Manchester School District","Manchester High School","Non-High Needs",87.1,88.3,92.1,97.1,97.2
"Meriden School District","Francis T. Maloney High School","High Needs",59.0,60.5,65.0,65.9,70.6
"Meriden School District","Francis T. Maloney High School","Non-High Needs",87.9,89.8,92.5,91.4,90.3
"Meriden School District","Orville H. Platt High School","High Needs",59.3,63.0,61.6,75.7,72.7
"Meriden School District","Orville H. Platt High School","Non-High Needs",88.7,90.3,94.2,94.6,90.1
"Middletown School District","Middletown High School","High Needs",60.2,68.2,77.3,81.8,93.7
"Middletown School District","Middletown High School","Non-High Needs",89.5,89.9,90.9,96.8,96.9
"Milford School District","Jonathan Law High School","High Needs",71.4,68.5,64.7,76.2,84.1
"Milford School District","Jonathan Law High School","Non-High Needs",90.0,92.3,93.6,97.5,96.5
"Milford School District","Joseph A. Foran High School","High Needs",77.8,75.9,74.5,92.0,88.4
"Milford School District","Joseph A. Foran High School","Non-High Needs",95.0,98.8,99.4,98.2,100.0
"Monroe School District","Masuk High School","High Needs",82.9,93.5,92.8,94.1,100.0
"Monroe School District","Masuk High School","Non-High Needs",99.1,99.7,99.2,99.1,100.0
"Montville School District","Montville High School","High Needs",83.3,75.6,76.4,81.1,88.9
"Montville School District","Montville High School","Non-High Needs",87.8,97.7,96.2,94.5,100.0
"Naugatuck School District","Naugatuck High School","High Needs",70.7,74.7,69.1,75.3,81.6
"Naugatuck School District","Naugatuck High School","Non-High Needs",90.9,94.1,89.0,91.2,93.1
"New Britain School District","New Britain High School","High Needs",47.1,57.2,60.2,61.8,67.0
"New Britain School District","New Britain High School","Non-High Needs",65.5,88.1,83.0,85.0,90.1
"New Canaan School District","New Canaan High School","High Needs",90.6,91.5,91.5,91.2,92.5
"New Canaan School District","New Canaan High School","Non-High Needs",98.6,98.9,98.6,99.6,100.0
"New Fairfield School District","New Fairfield High School","High Needs",75.8,90.7,89.3,93.5,97.8
"New Fairfield School District","New Fairfield High School","Non-High Needs",93.3,100.0,98.0,99.5,99.5
"New Haven School District","Cooperative High School","High Needs",77.6,92.2,89.4,93.5,93.2
"New Haven School District","Cooperative High School","Non-High Needs",92.9,80.0,90.3,96.0,100.0
"New Haven School District","Engineering - Science University Magnet School","High Needs","N/A","N/A","N/A","N/A",95.7
"New Haven School District","Engineering - Science University Magnet School","Non-High Needs","N/A","N/A","N/A","N/A",90.9
"New Haven School District","High School In The Community","High Needs",59.2,52.1,56.9,47.4,43.6
"New Haven School District","High School In The Community","Non-High Needs",63.0,"*","*","*","*"
"New Haven School District","Hill Regional Career High School","High Needs",82.1,87.5,91.2,87.3,90.9
"New Haven School District","Hill Regional Career High School","Non-High Needs",91.8,95.0,100.0,93.8,92.3
"New Haven School District","Hyde School of Health, Science and Sports Medicine","High Needs",71.0,77.8,80.0,88.2,91.1
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-High Needs",88.9,"*","*","*","*"
"New Haven School District","James Hillhouse High School","High Needs",50.2,55.0,58.2,68.9,71.5
"New Haven School District","James Hillhouse High School","Non-High Needs",56.1,52.9,50.0,74.1,64.9
"New Haven School District","Metropolitan Business Academy","High Needs",80.8,81.0,83.5,88.8,83.1
"New Haven School District","Metropolitan Business Academy","Non-High Needs",85.7,"*",60.0,100.0,100.0
"New Haven School District","New Haven Academy","High Needs",60.0,65.8,65.7,84.6,67.3
"New Haven School District","New Haven Academy","Non-High Needs",72.2,"*",75.0,84.6,100.0
"New Haven School District","Sound School","High Needs",85.7,92.3,91.5,92.9,86.3
"New Haven School District","Sound School","Non-High Needs",88.6,94.7,95.2,93.1,95.2
"New Haven School District","Wilbur Cross High School","High Needs",55.4,69.0,63.7,63.3,65.9
"New Haven School District","Wilbur Cross High School","Non-High Needs",70.6,69.2,71.4,90.0,69.0
"New London School District","New London High School","High Needs",56.8,"*","*","*","*"
"New London School District","New London High School","Non-High Needs",81.9,"*","*","*","*"
"New Milford School District","New Milford High School","High Needs",69.6,83.8,75.0,75.3,81.7
"New Milford School District","New Milford High School","Non-High Needs",92.7,95.0,94.3,96.4,98.0
"Newington School District","Newington High School","High Needs",67.4,78.2,79.2,80.7,85.6
"Newington School District","Newington High School","Non-High Needs",89.8,95.7,96.4,98.8,96.9
"Newtown School District","Newtown High School","High Needs",85.5,84.7,79.2,82.1,82.1
"Newtown School District","Newtown High School","Non-High Needs",95.4,96.8,97.2,99.7,99.2
"North Branford School District","North Branford High School","High Needs",80.5,85.7,86.0,87.2,86.5
"North Branford School District","North Branford High School","Non-High Needs",98.0,96.1,100.0,94.9,99.1
"North Haven School District","North Haven High School","High Needs",84.5,81.7,71.6,79.7,86.3
"North Haven School District","North Haven High School","Non-High Needs",89.0,99.1,95.8,95.3,97.6
"North Stonington School District","Wheeler High School","High Needs",77.8,66.7,92.3,94.1,78.6
"North Stonington School District","Wheeler High School","Non-High Needs",93.9,94.9,97.1,97.4,97.3
"Norwalk School District","Brien McMahon High School","High Needs",78.6,84.7,84.6,81.0,92.3
"Norwalk School District","Brien McMahon High School","Non-High Needs",94.1,92.9,94.5,95.1,98.4
"Norwalk School District","Norwalk High School","High Needs",78.4,74.7,81.5,87.2,85.8
"Norwalk School District","Norwalk High School","Non-High Needs",89.2,94.1,95.4,96.3,95.6
"Norwalk School District","Norwalk Pathways Academy at Briggs","High Needs",58.1,"*","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-High Needs",52.4,"*","*","*","*"
"Norwich Free Academy District","Norwich Free Academy","High Needs",75.0,75.4,75.0,77.4,80.1
"Norwich Free Academy District","Norwich Free Academy","Non-High Needs",87.5,93.1,94.8,96.9,97.8
"Norwich School District","Thames River Academy","High Needs","*","*","N/A","N/A","N/A"
"Norwich School District","Thames River Academy","Non-High Needs","*","*","N/A","N/A","N/A"
"Old Saybrook School District","Old Saybrook Senior High School","High Needs",73.3,84.4,89.7,86.5,85.7
"Old Saybrook School District","Old Saybrook Senior High School","Non-High Needs",97.2,99.1,96.3,96.9,99.0
"Oxford School District","Oxford High School","High Needs",86.7,65.2,95.5,85.0,77.8
"Oxford School District","Oxford High School","Non-High Needs",96.4,96.7,98.5,98.7,99.0
"Plainfield School District","Plainfield High School","High Needs",75.0,79.1,72.7,75.6,69.1
"Plainfield School District","Plainfield High School","Non-High Needs",91.8,94.3,96.1,94.1,98.6
"Plainville School District","Plainville High School","High Needs",76.9,85.7,82.9,83.8,81.3
"Plainville School District","Plainville High School","Non-High Needs",92.2,98.4,94.4,97.8,96.9
"Plymouth School District","Terryville High School","High Needs",72.7,66.7,79.5,82.2,80.0
"Plymouth School District","Terryville High School","Non-High Needs",95.6,96.3,92.4,97.6,97.0
"Portland School District","Portland High School","High Needs",63.2,75.0,63.6,70.4,75.9
"Portland School District","Portland High School","Non-High Needs",88.5,98.4,94.3,100.0,98.4
"Putnam School District","Putnam High School","High Needs",73.0,84.8,75.4,82.6,91.9
"Putnam School District","Putnam High School","Non-High Needs",86.5,92.6,88.6,94.7,94.4
"Regional School District 01","Housatonic Valley Regional High School","High Needs",73.3,93.2,85.0,82.4,90.6
"Regional School District 01","Housatonic Valley Regional High School","Non-High Needs",86.0,96.7,94.1,91.9,96.3
"Regional School District 04","Valley Regional High School","High Needs",65.6,85.7,87.5,93.9,94.6
"Regional School District 04","Valley Regional High School","Non-High Needs",94.2,93.6,98.4,99.0,98.6
"Regional School District 05","Amity Regional High School","High Needs",80.0,89.6,89.7,90.5,91.9
"Regional School District 05","Amity Regional High School","Non-High Needs",95.2,98.1,97.6,98.8,98.0
"Regional School District 06","Wamogo Regional High School","High Needs",88.0,100.0,90.5,90.6,88.9
"Regional School District 06","Wamogo Regional High School","Non-High Needs",88.5,95.5,97.4,95.0,98.5
