"school_code","district_code","district","school","pre_kindergarten","kindergarten","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","total"
"0156111","0150011","Bridgeport School District","Bassick High School","0","0","0","0","0","0","0","0","0","0","332","247","175","197","951"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","0","0","0","0","0","0","0","0","0","0","144","147","125","73","489"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","0","0","0","0","0","0","0","0","0","0","72","107","91","0","270"
"0152711","0150011","Bridgeport School District","Career and Craftsmanship","0","0","0","0","0","0","0","0","0","0","12","*","*","0","27"
"0156211","0150011","Bridgeport School District","Central High School","0","0","0","0","0","0","0","0","0","0","359","419","333","406","1517"
"0156311","0150011","Bridgeport School District","Harding High School","0","0","0","0","0","0","0","0","0","0","335","289","219","217","1060"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","0","0","0","0","0","0","0","0","0","0","150","139","134","69","492"
"0152811","0150011","Bridgeport School District","Opportunities for Self-Discovery Community Partnership","0","0","0","0","0","0","0","0","0","0","7","0","0","0","7"
"0170411","0170011","Bristol School District","Bristol Early Childhood Center-BECC","63","0","0","0","0","0","0","0","0","0","0","0","0","0","63"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","75","64","71","56","54","61","70","0","0","0","0","0","0","0","451"
"0170511","0170011","Bristol School District","Greene-Hills School","31","110","92","107","102","83","114","98","97","93","0","0","0","0","927"
"0171911","0170011","Bristol School District","Ivy Drive School","30","65","42","51","66","69","72","0","0","0","0","0","0","0","395"
"0171711","0170011","Bristol School District","Mountain View School","31","60","53","49","55","65","59","0","0","0","0","0","0","0","372"
"0172911","0170011","Bristol School District","PreK Autism","10","0","0","0","0","0","0","0","0","0","0","0","0","0","10"
"0171111","0170011","Bristol School District","South Side School","62","64","70","75","79","64","77","0","0","0","0","0","0","0","491"
"0172011","0170011","Bristol School District","West Bristol School","32","96","97","87","103","103","118","103","85","98","0","0","0","0","922"
"0170311","0170011","Bristol School District","Edgewood School","0","59","51","53","55","57","65","0","0","0","0","0","0","0","340"
"0172511","0170011","Bristol School District","Mt. View GOAL","0","*","*","*","0","0","0","0","0","0","0","0","0","0","8"
"0173011","0170011","Bristol School District","South Side Extended Resource","0","*","*","0","0","0","0","0","0","0","0","0","0","0","*"
"0173211","0170011","Bristol School District","Stafford Autism","0","*","*","6","*","*","*","0","0","0","0","0","0","0","24"
"0171211","0170011","Bristol School District","Stafford School","0","74","72","68","75","75","72","0","0","0","0","0","0","0","436"
"0172111","0170011","Bristol School District","Hubbell/Extended Resource","0","0","*","0","0","*","0","0","0","0","0","0","0","0","6"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","0","0","0","0","*","*","*","*","*","*","*","*","*","0","20"
"0172611","0170011","Bristol School District","Ivy Drive GOAL","0","0","0","0","*","0","0","0","0","0","0","0","0","0","*"
"0172311","0170011","Bristol School District","Ivy Drive Medically Fragile","0","0","0","0","*","*","*","0","0","0","0","0","0","0","*"
"0173111","0170011","Bristol School District","South Side GOAL","0","0","0","0","0","0","*","0","0","0","0","0","0","0","*"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","0","0","0","0","0","0","0","217","261","226","0","0","0","0","704"
"0171011","0170011","Bristol School District","Chippens Hill Middle School Functional Program","0","0","0","0","0","0","0","8","*","*","0","0","0","0","12"
"0173411","0170011","Bristol School District","Chms Goal","0","0","0","0","0","0","0","*","*","*","0","0","0","0","7"
"0172711","0170011","Bristol School District","Northeast MS/Extended Resource","0","0","0","0","0","0","0","*","0","*","0","0","0","0","*"
"0172811","0170011","Bristol School District","Northeast MS/GOAL","0","0","0","0","0","0","0","*","*","*","0","0","0","0","*"
"0175211","0170011","Bristol School District","Northeast Middle School","0","0","0","0","0","0","0","138","154","130","0","0","0","0","422"
"0170911","0170011","Bristol School District","Greene-Hills GOAL","0","0","0","0","0","0","0","0","*","*","0","0","0","0","*"
"0176111","0170011","Bristol School District","Bristol Central High School","0","0","0","0","0","0","0","0","0","0","331","279","286","271","1167"
"0176211","0170011","Bristol School District","Bristol Eastern High School","0","0","0","0","0","0","0","0","0","0","315","299","297","310","1221"
"0173311","0170011","Bristol School District","Bristol Preparatory Academy","0","0","0","0","0","0","0","0","0","0","13","18","9","8","48"
"0179211","0170011","Bristol School District","Community/Vocational Program","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12"
"0180311","0180011","Brookfield School District","Center Elementary School","40","168","160","0","0","0","0","0","0","0","0","0","0","0","368"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","0","0","0","166","185","226","0","0","0","0","0","0","0","0","577"
"0185311","0180011","Brookfield School District","Whisconier Middle School","0","0","0","0","0","0","191","225","239","200","0","0","0","0","855"
"0186111","0180011","Brookfield School District","Brookfield High School","0","0","0","0","0","0","0","0","0","0","213","217","231","219","880"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","110","93","70","93","73","82","0","0","0","0","0","0","0","0","521"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","0","0","0","0","0","0","102","82","82","111","0","0","0","0","377"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","55","43","42","38","45","38","0","0","0","0","0","0","0","0","261"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","0","0","0","0","0","0","55","39","77","59","0","0","0","0","230"
"0230211","0230011","Canton School District","Cherry Brook Primary School","25","108","91","111","116","0","0","0","0","0","0","0","0","0","451"
"0230311","0230011","Canton School District","Canton Intermediate School","0","0","0","0","0","122","139","139","0","0","0","0","0","0","400"
"0235111","0230011","Canton School District","Canton Middle School","0","0","0","0","0","0","0","0","142","142","0","0","0","0","284"
"0236111","0230011","Canton School District","Canton High School","0","0","0","0","0","0","0","0","0","0","134","134","123","97","488"
"0230411","0230011","Canton School District","Canton Academy","0","0","0","0","0","0","0","0","0","0","0","0","*","*","*"
"2410714","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","120","67","68","88","0","0","0","0","0","0","0","0","0","0","343"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","37","0","0","0","0","0","0","50","94","64","72","100","61","39","517"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","97","63","63","68","63","0","0","0","0","0","0","0","0","0","354"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","100","69","69","66","64","37","0","0","0","0","0","0","0","0","405"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","60","64","66","63","67","68","63","0","0","0","0","0","0","0","451"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","100","62","61","56","63","64","61","0","0","0","0","0","0","0","467"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","86","43","*","49","40","49","45","*","0","0","0","0","0","0","354"
"2410514","2410014","Capitol Region Education Council","Museum Academy","120","66","66","66","66","45","39","0","0","0","0","0","0","0","468"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","100","66","66","61","55","53","54","0","0","0","0","0","0","0","455"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","11","*","*","*","11","*","9","7","*","*","6","*","0","0","66"
"2419314","2410014","Capitol Region Education Council","River Street School","*","0","*","*","*","*","*","9","20","11","16","19","7","42","140"
"2419114","2410014","Capitol Region Education Council","Soundbridge","*","*","0","0","0","0","0","0","0","0","0","0","0","0","42"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","80","69","67","66","60","58","57","0","0","0","0","0","0","0","457"
"2411114","2410014","Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","0","*","*","*","0","0","0","0","0","0","0","0","0","0","7"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","0","0","0","0","*","*","*","0","0","0","0","0","0","0","8"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","0","0","0","0","0","0","*","0","0","0","0","0","*","*","*"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","0","0","0","0","0","0","0","123","110","109","123","110","80","47","702"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","0","0","0","0","0","0","0","*","*","*","*","*","*","*","16"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","0","0","0","0","0","0","0","117","110","110","0","0","0","0","337"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","0","0","0","0","0","0","0","108","109","109","104","107","97","92","726"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","0","0","0","0","0","0","0","32","61","58","88","84","82","50","455"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","0","0","0","0","0","0","0","224","227","203","0","0","0","0","654"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","0","0","0","0","0","0","0","0","*","*","12","14","12","12","57"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","0","0","0","0","0","0","0","0","0","0","119","118","106","97","440"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","0","0","0","0","0","0","0","0","0","0","*","*","*","*","12"
"2411014","2410014","Capitol Region Education Council","Soundbridge @ Wethersfield High School","0","0","0","0","0","0","0","0","0","0","*","0","*","6","9"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","0","0","0","0","0","0","0","0","0","0","115","104","100","80","399"
"2419714","2410014","Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","25","31","21","19","24","17","22","17","0","0","0","0","0","0","176"
"0250211","0250011","Cheshire School District","Darcey School","52","95","0","0","0","0","0","0","0","0","0","0","0","0","147"
"0250411","0250011","Cheshire School District","Highland School","0","59","99","91","111","116","132","143","0","0","0","0","0","0","751"
"0250111","0250011","Cheshire School District","Chapman School","0","41","39","50","51","43","53","67","0","0","0","0","0","0","344"
"0250511","0250011","Cheshire School District","Norton School","0","65","47","53","69","53","74","84","0","0","0","0","0","0","445"
"0250611","0250011","Cheshire School District","Doolittle School","0","0","67","62","66","88","94","103","0","0","0","0","0","0","480"
"0255111","0250011","Cheshire School District","Dodd Middle School","0","0","0","0","0","0","0","0","362","357","0","0","0","0","719"
"0256111","0250011","Cheshire School District","Cheshire High School","0","0","0","0","0","0","0","0","0","0","381","342","389","369","1481"
"0250911","0250011","Cheshire School District","Humiston Alternative School","0","0","0","0","0","0","0","0","0","0","*","*","7","7","18"
"0250311","0250011","Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","0","0","0","0","0","0","0","0","0","0","0","0","*","*","10"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","40","98","110","135","139","0","0","0","0","0","0","0","0","0","522"
"0270111","0270011","Clinton School District","Abraham Pierson School","0","0","0","0","0","138","174","0","0","0","0","0","0","0","312"
"0275111","0270011","Clinton School District","Jared Eliot School","0","0","0","0","0","0","0","141","148","163","0","0","0","0","452"
"0276111","0270011","Clinton School District","The Morgan School","0","0","0","0","0","0","0","0","0","0","138","132","137","126","533"
"0280411","0280011","Colchester School District","Colchester Elementary School","91","147","171","161","0","0","0","0","0","0","0","0","0","0","570"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","0","0","0","0","163","165","203","0","0","0","0","0","0","0","531"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","0","0","0","0","0","0","0","213","198","189","0","0","0","0","600"
"0286111","0280011","Colchester School District","Bacon Academy","0","0","0","0","0","0","0","0","0","0","202","218","199","216","835"
"0280511","0280011","Colchester School District","Bacon Academy Alternative Education","0","0","0","0","0","0","0","0","0","0","0","*","*","9","15"
"0300111","0300011","Columbia School District","Horace W. Porter School","36","39","42","44","40","36","56","39","51","62","0","0","0","0","445"
"2438014","2430014","Cooperative Educational Services","School Readiness","90","0","0","0","0","0","0","0","0","0","0","0","0","0","90"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","81","53","39","39","53","59","41","45","30","28","0","0","0","0","468"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","0","*","*","*","11","*","7","11","6","6","0","0","0","0","57"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","0","0","*","*","*","12","12","18","14","24","14","16","15","17","150"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","0","0","0","0","0","0","0","*","*","*","15","9","9","48","87"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","0","0","0","0","0","0","0","0","0","0","0","0","0","17","17"
"0310111","0310011","Cornwall School District","Cornwall Consolidated School","*","11","6","10","14","*","11","*","11","19","0","0","0","0","92"
"0320311","0320011","Coventry School District","Hale Early Education Center","38","0","0","0","0","0","0","0","0","0","0","0","0","0","38"
"0320211","0320011","Coventry School District","Coventry Grammar School","0","103","115","130","0","0","0","0","0","0","0","0","0","0","348"
"0320411","0320011","Coventry School District","George Hersey Robertson School","0","0","0","0","123","124","118","0","0","0","0","0","0","0","365"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","0","0","0","0","0","0","0","126","134","137","0","0","0","0","397"
"0326111","0320011","Coventry School District","Coventry High School","0","0","0","0","0","0","0","0","0","0","96","112","128","129","465"
"0320111","0320011","Coventry School District","Coventry Academy","0","0","0","0","0","0","0","0","0","0","0","*","*","8","12"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","37","126","169","145","0","0","0","0","0","0","0","0","0","0","477"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","0","0","0","0","151","151","178","0","0","0","0","0","0","0","480"
"0335111","0330011","Cromwell School District","Cromwell Middle School","0","0","0","0","0","0","0","152","150","145","0","0","0","0","447"
"0336111","0330011","Cromwell School District","Cromwell High School","0","0","0","0","0","0","0","0","0","0","137","150","154","137","578"
"0340111","0340011","Danbury School District","DPS Early Childhood Center","141","0","0","0","0","0","0","0","0","0","0","0","0","0","141"
"0341111","0340011","Danbury School District","Great Plain School","25","55","59","62","51","49","53","0","0","0","0","0","0","0","354"
"0340211","0340011","Danbury School District","Hayestown Avenue School","66","85","54","66","75","60","64","0","0","0","0","0","0","0","470"
"0341311","0340011","Danbury School District","King Street Primary School","*","121","*","102","96","0","0","0","0","0","0","0","0","0","409"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","*","92","86","88","*","0","0","0","0","0","0","0","0","0","350"
"0340611","0340011","Danbury School District","Morris Street School","*","56","57","61","75","*","53","0","0","0","0","0","0","0","357"
"0340811","0340011","Danbury School District","Park Avenue School","*","91","109","110","104","94","*","0","0","0","0","0","0","0","595"
"0341511","0340011","Danbury School District","Pembroke School","*","*","62","61","64","64","66","0","0","0","0","0","0","0","368"
"0341211","0340011","Danbury School District","Shelter Rock School","*","99","106","*","75","76","87","0","0","0","0","0","0","0","520"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","0","71","84","87","72","56","62","0","0","0","0","0","0","0","432"
"0341011","0340011","Danbury School District","South Street School","0","57","72","73","60","63","53","0","0","0","0","0","0","0","378"
"0341611","0340011","Danbury School District","Stadley Rough School","0","75","84","77","90","79","91","0","0","0","0","0","0","0","496"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","0","64","66","65","68","67","60","0","0","0","0","0","0","0","390"
"0341711","0340011","Danbury School District","King Street Intermediate School","0","0","0","0","0","176","193","0","0","0","0","0","0","0","369"
"0345111","0340011","Danbury School District","Broadview Middle School","0","0","0","0","0","0","0","316","359","364","0","0","0","0","1039"
"0345211","0340011","Danbury School District","Rogers Park Middle School","0","0","0","0","0","0","0","276","314","348","0","0","0","0","938"
"0340311","0340011","Danbury School District","Westside Middle School Academy","0","0","0","0","0","0","0","199","197","100","0","0","0","0","496"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","0","0","0","0","0","0","0","0","0","0","19","24","29","22","94"
"0346111","0340011","Danbury School District","Danbury High School","0","0","0","0","0","0","0","0","0","0","861","701","695","684","2941"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","17","79","49","90","76","77","70","0","0","0","0","0","0","0","458"
"0350511","0350011","Darien School District","Royle Elementary School","28","78","68","64","64","68","63","0","0","0","0","0","0","0","433"
"0350611","0350011","Darien School District","Tokeneke Elementary School","40","71","79","79","73","76","61","0","0","0","0","0","0","0","479"
"0350211","0350011","Darien School District","Hindley Elementary School","0","63","86","79","88","90","95","0","0","0","0","0","0","0","501"
"0350711","0350011","Darien School District","Holmes Elementary School","0","71","90","87","78","69","67","0","0","0","0","0","0","0","462"
"0355111","0350011","Darien School District","Middlesex Middle School","0","0","0","0","0","0","0","417","373","377","0","0","0","0","1167"
"0356111","0350011","Darien School District","Darien High School","0","0","0","0","0","0","0","0","0","0","339","350","330","337","1356"
"0370111","0370011","Derby School District","Little Raiders University","33","0","0","0","0","0","0","0","0","0","0","0","0","0","33"
"0370611","0370011","Derby School District","Bradley School","0","42","48","65","63","72","57","0","0","0","0","0","0","0","347"
"0370411","0370011","Derby School District","Irving School","0","50","57","52","57","57","55","0","0","0","0","0","0","0","328"
"0375011","0370011","Derby School District","Derby Middle School","0","0","0","0","0","0","0","116","114","102","0","0","0","0","332"
"0376111","0370011","Derby School District","Derby High School","0","0","0","0","0","0","0","0","0","0","101","82","80","81","344"
"0370511","0370011","Derby School District","RAISE Academy","0","0","0","0","0","0","0","0","0","0","0","0","*","0","*"
"0400111","0400011","East Granby School District","Allgrove School","24","49","63","70","0","0","0","0","0","0","0","0","0","0","206"
"0400211","0400011","East Granby School District","R. Dudley Seymour School","0","0","0","0","74","53","75","0","0","0","0","0","0","0","202"
