"school_code","district_code","district","school","pre_kindergarten","kindergarten","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","total"
"0070511","0070011","Berlin School District","Mary E. Griswold School","0","80","71","84","71","95","90","0","0","0","0","0","0","0","491"
"0070111","0070011","Berlin School District","Richard D. Hubbard School","0","28","40","23","45","37","40","0","0","0","0","0","0","0","213"
"0075111","0070011","Berlin School District","Catherine M. McGee Middle School","0","0","0","0","0","0","0","248","213","253","0","0","0","0","714"
"0076111","0070011","Berlin School District","Berlin High School","0","0","0","0","0","0","0","0","0","0","203","231","214","243","891"
"0080111","0080011","Bethany School District","Bethany Community School","15","34","41","41","55","56","54","60","0","0","0","0","0","0","356"
"0090111","0090011","Bethel School District","Frank A. Berry School","92","115","108","101","126","0","0","0","0","0","0","0","0","0","542"
"0090411","0090011","Bethel School District","Anna H. Rockwell School","0","93","103","101","100","0","0","0","0","0","0","0","0","0","397"
"0090511","0090011","Bethel School District","Ralph M. T. Johnson School","0","0","0","0","0","261","218","0","0","0","0","0","0","0","479"
"0095111","0090011","Bethel School District","Bethel Middle School","0","0","0","0","0","0","0","232","198","253","0","0","0","0","683"
"0096111","0090011","Bethel School District","Bethel High School","0","0","0","0","0","0","0","0","0","0","229","242","194","206","871"
"0090311","0090011","Bethel School District","TASK","0","0","0","0","0","0","0","0","0","0","*","*","*","7","12"
"0110811","0110011","Bloomfield School District","Wintonbury Early Childhood Magnet School","268","55","0","0","0","0","0","0","0","0","0","0","0","0","323"
"0110611","0110011","Bloomfield School District","Laurel School","0","107","136","119","0","0","0","0","0","0","0","0","0","0","362"
"0110511","0110011","Bloomfield School District","Metacomet School","0","0","0","0","113","143","0","0","0","0","0","0","0","0","256"
"0110711","0110011","Bloomfield School District","Carmen Arace Intermediate School","0","0","0","0","0","0","122","115","0","0","0","0","0","0","237"
"0116311","0110011","Bloomfield School District","Global Experience Magnet School","0","0","0","0","0","0","0","35","33","32","33","31","27","26","217"
"0115211","0110011","Bloomfield School District","Carmen Arace Middle School","0","0","0","0","0","0","0","0","100","101","0","0","0","0","201"
"0116111","0110011","Bloomfield School District","Bloomfield High School","0","0","0","0","0","0","0","0","0","0","136","129","125","144","534"
"0116411","0110011","Bloomfield School District","Learning Academy at Bloomfield","0","0","0","0","0","0","0","0","0","0","*","*","*","7","13"
"0120111","0120011","Bolton School District","Bolton Center School","14","50","39","58","58","54","59","72","61","68","0","0","0","0","533"
"0126111","0120011","Bolton School District","Bolton High School","0","0","0","0","0","0","0","0","0","0","58","68","80","75","281"
"0130111","0130011","Bozrah School District","Fields Memorial School","28","16","10","23","17","26","22","27","21","18","0","0","0","0","208"
"0148011","0140011","Branford School District","Indian Neck School","39","0","0","0","0","0","0","0","0","0","0","0","0","0","39"
"0141611","0140011","Branford School District","John B. Sliney School","31","50","51","57","64","76","0","0","0","0","0","0","0","0","329"
"0141511","0140011","Branford School District","Mary R. Tisko School","25","68","67","68","75","80","0","0","0","0","0","0","0","0","383"
"0141411","0140011","Branford School District","Mary T. Murphy School","32","78","68","82","72","81","0","0","0","0","0","0","0","0","413"
"0145111","0140011","Branford School District","Francis Walsh Intermediate School","0","0","0","0","0","0","216","225","222","206","0","0","0","0","869"
"0146111","0140011","Branford School District","Branford High School","0","0","0","0","0","0","0","0","0","0","233","205","209","241","888"
"0140211","0140011","Branford School District","Branford High School Horizons Program","0","0","0","0","0","0","0","0","0","0","*","15","*","17","43"
"3480115","3480015","Branford School District","Bridgeport Detention Center","0","0","0","0","0","0","0","0","*","0","0","0","*","*","*"
"2900113","2900013","Brass City Charter School District","Brass City Charter School","33","35","34","39","39","39","0","0","0","0","0","0","0","0","219"
"0150111","0150011","Bridgeport School District","Barnum School","44","92","80","87","70","52","61","55","40","52","0","0","0","0","633"
"0150211","0150011","Bridgeport School District","Beardsley School","36","42","42","50","57","41","47","34","0","0","0","0","0","0","349"
"0150311","0150011","Bridgeport School District","Black Rock School","48","58","53","57","48","55","48","31","33","34","0","0","0","0","465"
"0154011","0150011","Bridgeport School District","Blackham School","41","103","105","119","104","124","118","101","151","161","0","0","0","0","1127"
"0150411","0150011","Bridgeport School District","Bryant School","43","54","41","58","47","47","51","40","0","0","0","0","0","0","381"
"0151411","0150011","Bridgeport School District","Cesar Batalla School","36","118","127","116","112","139","134","130","131","124","0","0","0","0","1167"
"0152111","0150011","Bridgeport School District","Classical Studies Academy","15","35","38","45","42","41","44","37","40","36","0","0","0","0","373"
"0150511","0150011","Bridgeport School District","Columbus School","40","112","115","130","98","123","85","54","39","47","0","0","0","0","843"
"0153911","0150011","Bridgeport School District","Cross School","35","45","50","36","51","45","30","30","32","33","0","0","0","0","387"
"0154111","0150011","Bridgeport School District","Dunbar School","70","52","32","40","41","36","37","22","36","41","0","0","0","0","407"
"0153211","0150011","Bridgeport School District","Geraldine Johnson School","18","92","92","73","92","89","88","73","86","84","0","0","0","0","787"
"0151211","0150011","Bridgeport School District","Hallen School","18","49","43","46","55","46","48","28","0","0","0","0","0","0","333"
"0153711","0150011","Bridgeport School District","Interdistrict Discovery Magnet School","96","44","44","42","43","44","47","41","42","47","0","0","0","0","490"
"0152211","0150011","Bridgeport School District","Jettie S. Tisdale School","48","77","71","69","68","71","58","53","77","90","0","0","0","0","682"
"0151011","0150011","Bridgeport School District","Luis Munoz Marin School","18","87","77","103","91","105","99","78","97","103","0","0","0","0","858"
"0151711","0150011","Bridgeport School District","Park City Magnet School","35","55","56","58","55","55","56","53","44","42","0","0","0","0","509"
"0152511","0150011","Bridgeport School District","Read School","36","113","94","114","107","112","89","84","81","93","0","0","0","0","923"
"0152611","0150011","Bridgeport School District","Roosevelt School","36","73","69","83","63","73","43","54","35","58","0","0","0","0","587"
"0154411","0150011","Bridgeport School District","Skane Center","220","0","0","0","0","0","0","0","0","0","0","0","0","0","220"
"0153011","0150011","Bridgeport School District","Waltersville School","18","59","56","60","63","61","57","33","50","33","0","0","0","0","490"
"0153611","0150011","Bridgeport School District","Winthrop School","18","67","74","74","73","76","83","75","66","72","0","0","0","0","678"
"0154211","0150011","Bridgeport School District","Curiale School","0","88","67","67","67","70","67","82","109","95","0","0","0","0","712"
"0150711","0150011","Bridgeport School District","Edison School","0","41","29","39","46","39","41","28","0","0","0","0","0","0","263"
"0151111","0150011","Bridgeport School District","Hall School","0","45","30","35","37","38","36","21","0","0","0","0","0","0","242"
"0154511","0150011","Bridgeport School District","High Horizons Magnet School","0","44","48","50","48","46","45","46","46","44","0","0","0","0","417"
"0151311","0150011","Bridgeport School District","Hooker School","0","38","29","40","30","37","36","35","35","41","0","0","0","0","321"
"0152011","0150011","Bridgeport School District","Madison School","0","84","73","87","72","78","73","70","0","0","0","0","0","0","537"
"0154611","0150011","Bridgeport School District","Multicultural Magnet School","0","48","48","50","50","50","48","54","63","55","0","0","0","0","466"
"0159011","0150011","Bridgeport School District","Bridgeport Learning Center","0","0","8","*","7","10","6","9","6","*","*","*","*","*","64"
"0150811","0150011","Bridgeport School District","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","0","0","0","0","0","0","0","0","0","0","122","134","124","119","499"
"0156111","0150011","Bridgeport School District","Bassick High School","0","0","0","0","0","0","0","0","0","0","338","261","207","155","961"
"0150611","0150011","Bridgeport School District","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","0","0","0","0","0","0","0","0","0","0","121","133","110","127","491"
"0151611","0150011","Bridgeport School District","Bridgeport Military Academy","0","0","0","0","0","0","0","0","0","0","89","60","90","90","329"
"0152711","0150011","Bridgeport School District","Career and Craftsmanship","0","0","0","0","0","0","0","0","0","0","*","17","17","*","44"
"0156211","0150011","Bridgeport School District","Central High School","0","0","0","0","0","0","0","0","0","0","493","394","366","262","1515"
"0156311","0150011","Bridgeport School District","Harding High School","0","0","0","0","0","0","0","0","0","0","305","284","212","172","973"
"0151511","0150011","Bridgeport School District","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","0","0","0","0","0","0","0","0","0","0","113","139","123","127","502"
"0152811","0150011","Bridgeport School District","Opportunities for Self-Discovery Community Partnership","0","0","0","0","0","0","0","0","0","0","0","0","0","15","15"
"0170411","0170011","Bristol School District","Bristol Early Childhood Center-BECC","86","0","0","0","0","0","0","0","0","0","0","0","0","0","86"
"0170311","0170011","Bristol School District","Edgewood School","20","50","48","54","51","53","52","0","0","0","0","0","0","0","328"
"0171411","0170011","Bristol School District","Ellen P. Hubbell School","47","65","66","73","54","51","59","0","0","0","0","0","0","0","415"
"0170511","0170011","Bristol School District","Greene-Hills School","31","110","102","87","101","96","83","113","99","102","0","0","0","0","924"
"0171911","0170011","Bristol School District","Ivy Drive School","27","63","62","43","55","67","71","0","0","0","0","0","0","0","388"
"0171711","0170011","Bristol School District","Mountain View School","24","53","57","56","48","58","66","0","0","0","0","0","0","0","362"
"0172911","0170011","Bristol School District","PreK Autism","8","0","0","0","0","0","0","0","0","0","0","0","0","0","8"
"0171111","0170011","Bristol School District","South Side School","53","58","61","72","78","80","66","0","0","0","0","0","0","0","468"
"0173611","0170011","Bristol School District","Extended Resource Self-Contained","0","*","*","*","0","0","*","0","0","0","0","0","0","0","8"
"0172111","0170011","Bristol School District","Hubbell/Extended Resource","0","*","*","*","*","*","7","0","0","0","0","0","0","0","13"
"0171211","0170011","Bristol School District","Stafford School","0","73","84","64","67","79","81","0","0","0","0","0","0","0","448"
"0172011","0170011","Bristol School District","West Bristol School","0","89","104","89","100","106","108","114","92","83","0","0","0","0","885"
"0172511","0170011","Bristol School District","Mt. View GOAL","0","0","*","*","0","0","0","0","0","0","0","0","0","0","*"
"0173011","0170011","Bristol School District","South Side Extended Resource","0","0","*","*","0","*","0","0","0","0","0","0","0","0","*"
"0173211","0170011","Bristol School District","Stafford Autism","0","0","*","*","*","0","0","0","0","0","0","0","0","0","8"
"0173711","0170011","Bristol School District","Hubbell Autism Program","0","0","0","0","*","*","*","0","0","0","0","0","0","0","10"
"0172611","0170011","Bristol School District","Ivy Drive GOAL","0","0","0","0","*","0","0","0","0","0","0","0","0","0","*"
"0172311","0170011","Bristol School District","Ivy Drive Medically Fragile","0","0","0","0","0","*","*","0","0","0","0","0","0","0","*"
"0173111","0170011","Bristol School District","South Side GOAL","0","0","0","0","0","*","*","0","0","0","0","0","0","0","9"
"0179011","0170011","Bristol School District","Alternative Special Education Program (ASEP)","0","0","0","0","0","0","*","*","*","*","*","*","*","*","21"
"0175111","0170011","Bristol School District","Chippens Hill Middle School","0","0","0","0","0","0","0","258","233","260","0","0","0","0","751"
"0171011","0170011","Bristol School District","Chippens Hill Middle School Functional Program","0","0","0","0","0","0","0","*","7","*","0","0","0","0","12"
"0173411","0170011","Bristol School District","Chms Goal","0","0","0","0","0","0","0","*","*","*","0","0","0","0","7"
"0172711","0170011","Bristol School District","Northeast MS/Extended Resource","0","0","0","0","0","0","0","*","*","0","0","0","0","0","*"
"0172811","0170011","Bristol School District","Northeast MS/GOAL","0","0","0","0","0","0","0","*","*","*","0","0","0","0","9"
"0175211","0170011","Bristol School District","Northeast Middle School","0","0","0","0","0","0","0","157","140","153","0","0","0","0","450"
"0170911","0170011","Bristol School District","Greene-Hills GOAL","0","0","0","0","0","0","0","0","0","*","0","0","0","0","*"
"0176111","0170011","Bristol School District","Bristol Central High School","0","0","0","0","0","0","0","0","0","0","297","307","269","274","1147"
"0176211","0170011","Bristol School District","Bristol Eastern High School","0","0","0","0","0","0","0","0","0","0","273","284","286","295","1138"
"0173311","0170011","Bristol School District","Bristol Preparatory Academy","0","0","0","0","0","0","0","0","0","0","11","12","16","7","46"
"0170211","0170011","Bristol School District","ACCESS","0","0","0","0","0","0","0","0","0","0","0","0","0","*","*"
"0179211","0170011","Bristol School District","Community/Vocational Program","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12"
"0180311","0180011","Brookfield School District","Center Elementary School","28","158","173","0","0","0","0","0","0","0","0","0","0","0","359"
"0180411","0180011","Brookfield School District","Huckleberry Hill Elementary School","0","0","0","168","179","188","0","0","0","0","0","0","0","0","535"
"0185311","0180011","Brookfield School District","Whisconier Middle School","0","0","0","0","0","0","237","210","228","240","0","0","0","0","915"
"0186111","0180011","Brookfield School District","Brookfield High School","0","0","0","0","0","0","0","0","0","0","203","212","213","228","856"
"0190111","0190011","Brooklyn School District","Brooklyn Elementary School","97","87","88","68","94","67","0","0","0","0","0","0","0","0","501"
"0195111","0190011","Brooklyn School District","Brooklyn Middle School","0","0","0","0","0","0","84","110","80","78","0","0","0","0","352"
"0220211","0220011","Canterbury School District","Canterbury Elementary School","47","46","40","38","44","45","0","0","0","0","0","0","0","0","260"
"0225111","0220011","Canterbury School District","Dr. Helen Baldwin Middle School","0","0","0","0","0","0","37","54","37","78","0","0","0","0","206"
"0230211","0230011","Canton School District","Cherry Brook Primary School","28","99","112","103","114","0","0","0","0","0","0","0","0","0","456"
"0230311","0230011","Canton School District","Canton Intermediate School","0","0","0","0","0","122","123","134","0","0","0","0","0","0","379"
"0235111","0230011","Canton School District","Canton Middle School","0","0","0","0","0","0","0","0","140","142","0","0","0","0","282"
"0236111","0230011","Canton School District","Canton High School","0","0","0","0","0","0","0","0","0","0","137","122","121","116","496"
"0230411","0230011","Canton School District","Canton Academy","0","0","0","0","0","0","0","0","0","0","0","0","*","*","*"
"2410714","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering Elementary","100","66","66","69","88","0","0","0","0","0","0","0","0","0","389"
"2416514","2410014","Capitol Region Education Council","Academy of Science and Innovation","39","0","0","0","0","0","0","84","45","90","98","75","86","57","574"
"2410614","2410014","Capitol Region Education Council","Ana Grace Academy of the Arts Elementary School","80","64","65","66","66","64","0","0","0","0","0","0","0","0","405"
"2418114","2410014","Capitol Region Education Council","Discovery Academy","120","70","70","67","64","59","34","0","0","0","0","0","0","0","484"
"2410114","2410014","Capitol Region Education Council","Glastonbury/East Hartford Magnet School","60","66","67","66","66","65","62","0","0","0","0","0","0","0","452"
"2410414","2410014","Capitol Region Education Council","International Magnet School for Global Citizenship","100","65","62","63","52","64","64","0","0","0","0","0","0","0","470"
"2413114","2410014","Capitol Region Education Council","Montessori Magnet School","86","43","45","35","43","45","43","9","0","0","0","0","0","0","349"
"2410514","2410014","Capitol Region Education Council","Museum Academy","99","65","66","68","65","61","45","0","0","0","0","0","0","0","469"
"2410314","2410014","Capitol Region Education Council","Reggio Magnet School of the Arts","80","63","65","66","62","52","49","0","0","0","0","0","0","0","437"
"2419514","2410014","Capitol Region Education Council","River Street Early Learning Center (Site 2)","12","0","7","*","*","10","*","9","7","*","*","*","*","0","65"
"2419114","2410014","Capitol Region Education Council","Soundbridge","32","0","0","0","0","0","0","0","0","0","0","0","0","0","32"
"2410214","2410014","Capitol Region Education Council","University of Hartford Magnet School","80","69","68","66","58","56","57","0","0","0","0","0","0","0","454"
"2411114","2410014","Capitol Region Education Council","Soundbridge @ Academy of Aerospace & Engineering Elementary","0","*","*","*","*","0","0","0","0","0","0","0","0","0","11"
"2419314","2410014","Capitol Region Education Council","River Street School","0","0","*","*","*","*","*","*","12","22","10","17","20","37","143"
"2411214","2410014","Capitol Region Education Council","Soundbridge @ Museum Academy","0","0","0","0","0","*","*","0","0","0","0","0","0","0","*"
"2415114","2410014","Capitol Region Education Council","Academy of Aerospace and Engineering","0","0","0","0","0","0","0","110","121","110","113","107","104","68","733"
"2415314","2410014","Capitol Region Education Council","Greater Hartford Academy of the Arts Magnet Middle","0","0","0","0","0","0","0","118","109","100","0","0","0","0","327"
"2419414","2410014","Capitol Region Education Council","Integrated Program Models","0","0","0","0","0","0","0","*","0","0","0","0","0","*","*"
"2416114","2410014","Capitol Region Education Council","Metropolitan Learning Center for Global and International Studies","0","0","0","0","0","0","0","112","107","107","106","90","81","85","688"
"2411314","2410014","Capitol Region Education Council","Soundbridge @ Academy of Science and Innovation","0","0","0","0","0","0","0","*","0","0","0","*","0","*","6"
"2415014","2410014","Capitol Region Education Council","Two Rivers Magnet Middle School","0","0","0","0","0","0","0","226","222","210","0","0","0","0","658"
"2419214","2410014","Capitol Region Education Council","Farmington Valley Regional Diagnostic Center","0","0","0","0","0","0","0","0","*","*","*","*","*","*","15"
"2415214","2410014","Capitol Region Education Council","Public Safety Academy","0","0","0","0","0","0","0","0","69","65","96","98","73","73","474"
"2419014","2410014","Capitol Region Education Council","John J. Allison Polaris Center","0","0","0","0","0","0","0","0","0","*","19","12","*","14","58"
"2416414","2410014","Capitol Region Education Council","Greater Hartford Academy of  the Arts High School - Full Time","0","0","0","0","0","0","0","0","0","0","126","124","119","99","468"
"2416714","2410014","Capitol Region Education Council","Two Rivers Magnet High School","0","0","0","0","0","0","0","0","0","0","103","111","99","95","408"
"2419614","2410014","Capitol Region Education Council","Lincoln Academy Regional Interdistrict Collaborative","0","0","0","0","0","0","0","0","0","0","0","*","*","*","7"
"2419714","2410014","Capitol Region Education Council","Strive (Southern Transition Real-World and Independent Vocational Education Program","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7"
"0240211","0240011","Chaplin School District","Chaplin Elementary School","21","16","29","21","13","21","16","21","0","0","0","0","0","0","158"
"0250211","0250011","Cheshire School District","Darcey School","65","92","0","0","0","0","0","0","0","0","0","0","0","0","157"
"0250411","0250011","Cheshire School District","Highland School","0","60","96","105","94","115","116","136","0","0","0","0","0","0","722"
"0250111","0250011","Cheshire School District","Chapman School","0","37","42","42","48","52","46","56","0","0","0","0","0","0","323"
"0250511","0250011","Cheshire School District","Norton School","0","52","63","48","55","74","55","71","0","0","0","0","0","0","418"
"0250611","0250011","Cheshire School District","Doolittle School","0","0","68","77","65","70","87","97","0","0","0","0","0","0","464"
"0255111","0250011","Cheshire School District","Dodd Middle School","0","0","0","0","0","0","0","0","410","373","0","0","0","0","783"
"0256111","0250011","Cheshire School District","Cheshire High School","0","0","0","0","0","0","0","0","0","0","342","378","337","388","1445"
"0250911","0250011","Cheshire School District","Humiston Alternative School","0","0","0","0","0","0","0","0","0","0","*","*","6","*","14"
"0250311","0250011","Cheshire School District","Cheshire Quinnipiac University Transition Collaborative","0","0","0","0","0","0","0","0","0","0","0","0","0","16","16"
"0270311","0270011","Clinton School District","Lewin G. Joel Jr. School","51","100","102","107","137","0","0","0","0","0","0","0","0","0","497"
"0270111","0270011","Clinton School District","Abraham Pierson School","0","0","0","0","0","140","140","0","0","0","0","0","0","0","280"
"0275111","0270011","Clinton School District","Jared Eliot School","0","0","0","0","0","0","0","173","135","143","0","0","0","0","451"
"0276111","0270011","Clinton School District","The Morgan School","0","0","0","0","0","0","0","0","0","0","159","140","132","128","559"
"0280411","0280011","Colchester School District","Colchester Elementary School","99","138","141","171","0","0","0","0","0","0","0","0","0","0","549"
"0280211","0280011","Colchester School District","Jack Jackter Intermediate School","0","0","0","0","170","162","166","0","0","0","0","0","0","0","498"
"0285111","0280011","Colchester School District","William J. Johnston Middle School","0","0","0","0","0","0","0","188","216","201","0","0","0","0","605"
"0286111","0280011","Colchester School District","Bacon Academy","0","0","0","0","0","0","0","0","0","0","187","198","217","206","808"
"0280511","0280011","Colchester School District","Bacon Academy Alternative Education","0","0","0","0","0","0","0","0","0","0","0","*","*","8","12"
"0300111","0300011","Columbia School District","Horace W. Porter School","30","46","36","37","44","44","35","56","41","55","0","0","0","0","424"
"2439114","2430014","Cooperative Educational Services","Preschool-Primary Learning Center (PLC)","*","0","*","*","7","9","7","8","7","*","0","0","0","0","51"
"2438014","2430014","Cooperative Educational Services","School Readiness","84","0","0","0","0","0","0","0","0","0","0","0","0","0","84"
"2430114","2430014","Cooperative Educational Services","Six-Six Magnet School","79","39","58","36","39","48","58","37","42","30","0","0","0","0","466"
"2439414","2430014","Cooperative Educational Services","Therapeutic Day Program","0","*","*","*","*","7","10","13","17","14","19","18","15","15","140"
"2439214","2430014","Cooperative Educational Services","Developmental Learning Center (DLC)","0","0","0","0","0","0","0","*","*","9","8","13","8","40","87"
"2439314","2430014","Cooperative Educational Services","RISE Transitional Program","0","0","0","0","0","0","0","0","0","0","0","0","0","14","14"
"0320211","0320011","Coventry School District","Coventry Grammar School","*","115","*","117","0","0","0","0","0","0","0","0","0","0","335"
"0320311","0320011","Coventry School District","Hale Early Education Center","46","0","0","0","0","0","0","0","0","0","0","0","0","0","46"
"0320411","0320011","Coventry School District","George Hersey Robertson School","0","0","0","0","137","125","124","0","0","0","0","0","0","0","386"
"0325111","0320011","Coventry School District","Capt. Nathan Hale School","0","0","0","0","0","0","0","117","127","130","0","0","0","0","374"
"0326111","0320011","Coventry School District","Coventry High School","0","0","0","0","0","0","0","0","0","0","117","101","115","132","465"
"0320111","0320011","Coventry School District","Coventry Academy","0","0","0","0","0","0","0","0","0","0","0","0","*","*","10"
"0330211","0330011","Cromwell School District","Edna C. Stevens School","59","140","139","171","0","0","0","0","0","0","0","0","0","0","509"
"0330311","0330011","Cromwell School District","Woodside Intermediate School","0","0","0","0","139","149","150","0","0","0","0","0","0","0","438"
"0335111","0330011","Cromwell School District","Cromwell Middle School","0","0","0","0","0","0","0","181","147","151","0","0","0","0","479"
"0336111","0330011","Cromwell School District","Cromwell High School","0","0","0","0","0","0","0","0","0","0","129","135","152","147","563"
"0340111","0340011","Danbury School District","DPS Early Childhood Center","134","0","0","0","0","0","0","0","0","0","0","0","0","0","134"
"0341411","0340011","Danbury School District","Ellsworth Avenue School","*","*","79","84","85","77","61","0","0","0","0","0","0","0","449"
"0341111","0340011","Danbury School District","Great Plain School","26","47","58","57","49","53","55","0","0","0","0","0","0","0","345"
"0340211","0340011","Danbury School District","Hayestown Avenue School","69","80","67","53","61","78","59","0","0","0","0","0","0","0","467"
"0341311","0340011","Danbury School District","King Street Primary School","*","106","118","*","108","0","0","0","0","0","0","0","0","0","419"
"0340511","0340011","Danbury School District","Mill Ridge Primary School","*","*","92","84","92","0","0","0","0","0","0","0","0","0","349"
"0340611","0340011","Danbury School District","Morris Street School","*","62","*","59","59","85","54","0","0","0","0","0","0","0","373"
"0340811","0340011","Danbury School District","Park Avenue School","*","*","99","110","103","98","90","0","0","0","0","0","0","0","592"
"0341511","0340011","Danbury School District","Pembroke School","*","*","50","62","65","60","63","0","0","0","0","0","0","0","348"
"0341211","0340011","Danbury School District","Shelter Rock School","*","84","107","113","81","83","*","0","0","0","0","0","0","0","545"
"0341011","0340011","Danbury School District","South Street School","*","88","58","69","69","60","*","0","0","0","0","0","0","0","403"
"0341611","0340011","Danbury School District","Stadley Rough School","0","72","75","79","84","95","90","0","0","0","0","0","0","0","495"
"0341911","0340011","Danbury School District","Western CT Academy of International Studies Elementary Magnet School","0","63","64","67","69","71","59","0","0","0","0","0","0","0","393"
"0341711","0340011","Danbury School District","King Street Intermediate School","0","0","0","0","0","178","178","0","0","0","0","0","0","0","356"
"0345111","0340011","Danbury School District","Broadview Middle School","0","0","0","0","0","0","0","319","322","370","0","0","0","0","1011"
"0345211","0340011","Danbury School District","Rogers Park Middle School","0","0","0","0","0","0","0","327","301","322","0","0","0","0","950"
"0340311","0340011","Danbury School District","Westside Middle School Academy","0","0","0","0","0","0","0","199","199","197","0","0","0","0","595"
"0346211","0340011","Danbury School District","Alternative Center For Excellence","0","0","0","0","0","0","0","0","0","0","12","17","25","29","83"
"0346111","0340011","Danbury School District","Danbury High School","0","0","0","0","0","0","0","0","0","0","885","741","697","718","3041"
"0340711","0340011","Danbury School District","Western Connection","0","0","0","0","0","0","0","0","0","0","0","0","0","*","*"
"0351311","0350011","Darien School District","Ox Ridge Elementary School","18","71","73","50","90","77","73","0","0","0","0","0","0","0","452"
"0350511","0350011","Darien School District","Royle Elementary School","25","65","77","61","63","59","64","0","0","0","0","0","0","0","414"
"0350611","0350011","Darien School District","Tokeneke Elementary School","40","62","71","81","83","78","71","0","0","0","0","0","0","0","486"
"0350211","0350011","Darien School District","Hindley Elementary School","0","81","66","89","81","86","88","0","0","0","0","0","0","0","491"
"0350711","0350011","Darien School District","Holmes Elementary School","0","88","67","93","80","77","66","0","0","0","0","0","0","0","471"
"0355111","0350011","Darien School District","Middlesex Middle School","0","0","0","0","0","0","0","356","405","372","0","0","0","0","1133"
"0356111","0350011","Darien School District","Darien High School","0","0","0","0","0","0","0","0","0","0","351","329","344","330","1354"
"0370111","0370011","Derby School District","Little Raiders University","45","0","0","0","0","0","0","0","0","0","0","0","0","0","45"
