"",,,,,"2011-12",,"2012-13",,"2013-14",,"2014-15",,"2015-16",
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Eligible for Free or Reduced-Price Meals",22,8.8,25,9.8,30,10.7,34,11.2,23,7.0
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Eligible for Free or Reduced-Price Meals",6,3.8,11,8.3,"*","*",14,10.0,12,8.8
"Avon School District","=""0040011""","Avon High School","=""0046111""","Eligible for Free or Reduced-Price Meals",7,11.1,13,17.8,16,22.5,9,13.2,9,18.4
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Eligible for Free or Reduced-Price Meals",10,29.4,8,25.8,6,20.7,9,26.5,7,24.1
"Avon School District","=""0040011""","Avon Public Schools Pre-K","=""0040111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Eligible for Free or Reduced-Price Meals","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Eligible for Free or Reduced-Price Meals","*","*","*","*","N/A","N/A","N/A","N/A","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Barkhamsted School District","=""0050011""","Shared Services Integrated Preschool","=""0058011""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Eligible for Free or Reduced-Price Meals",30,24.8,37,27.6,31,22.1,17,11.6,20,12.8
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Eligible for Free or Reduced-Price Meals",26,25.5,13,11.4,18,15.4,26,23.9,14,14.3
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Eligible for Free or Reduced-Price Meals",42,24.7,47,26.3,47,24.1,41,22.4,51,27.6
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Eligible for Free or Reduced-Price Meals",22,16.1,19,13.2,24,16.2,39,23.6,15,10.0
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","N/A","N/A","*","*","N/A","N/A"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*",6,6.5
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Eligible for Free or Reduced-Price Meals",79,24.3,61,19.6,65,20.7,81,29.8,81,28.8
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Eligible for Free or Reduced-Price Meals",31,19.7,25,19.8,27,21.1,15,11.6,11,7.9
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Eligible for Free or Reduced-Price Meals",49,28.7,43,25.7,45,31.7,30,22.7,33,27.0
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Eligible for Free or Reduced-Price Meals","N/A","N/A",21,30.4,29,28.4,25,22.3,27,26.5
"Bloomfield School District","=""0110011""","J. P. Vincent School","=""0110311""","Eligible for Free or Reduced-Price Meals",11,5.9,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Eligible for Free or Reduced-Price Meals","N/A","N/A",12,6.1,12,6.1,11,5.0,16,8.0
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","*","N/A","*","N/A","*","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Eligible for Free or Reduced-Price Meals",15,10.3,12,9.6,"*","*","*","*",12,7.4
"Bloomfield School District","=""0110011""","The Big Picture High School","=""0116211""","Eligible for Free or Reduced-Price Meals",6,12.8,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*",9,10.7,"*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Eligible for Free or Reduced-Price Meals",9,20.9,"*","*",7,15.6,15,26.8,9,20.0
"Booker T. Washington Academy District","=""2950013""","Booker T. Washington Academy","=""2950113""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A",12,15.4,20,13.2
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*","*","*","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Eligible for Free or Reduced-Price Meals",33,18.8,39,17.1,54,23.9,28,14.7,38,17.6
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","N/A","N/A",19,55.9,19,55.9
"Branford School District","=""0140011""","Bridgeport Detention Center","=""3480115""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Eligible for Free or Reduced-Price Meals",37,14.1,22,8.3,21,8.7,25,10.3,30,12.6
"Branford School District","=""0140011""","Indian Neck School","=""0148011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","*","N/A","*","N/A","N/A","N/A","N/A"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","*","*","N/A","N/A"
"Brass City Charter School District","=""2900013""","Brass City Charter School","=""2900113""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A",6,5.9,8,6.6
"Bridgeport Achievement First District","=""2850013""","Achievement First Bridgeport Academy","=""2850113""","Eligible for Free or Reduced-Price Meals",148,33.6,112,20.0,198,30.8,263,32.4,196,24.3
"Bridgeport School District","=""0150011""","Aerospace/Hydrospace, Engineering and Physical Sciences HS at the Fairchild-Wheeler Magnet Campus","=""0150811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A",41,17.7,117,33.6,119,24.8
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Eligible for Free or Reduced-Price Meals",146,21.7,120,18.8,108,16.4,94,14.1,69,10.6
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Eligible for Free or Reduced-Price Meals",220,20.6,421,34.7,372,32.9,381,37.5,384,38.0
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Eligible for Free or Reduced-Price Meals",44,11.2,44,11.2,49,12.7,38,10.4,38,10.1
"Bridgeport School District","=""0150011""","Biotechnology, Research and Zoological Studies HS at the Fairchild-Wheeler Magnet Campus","=""0150611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A",18,8.3,8,2.3,110,23.2
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*",7,1.7,32,6.7
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Eligible for Free or Reduced-Price Meals",125,11.4,81,7.3,85,7.5,57,5.0,96,8.2
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Eligible for Free or Reduced-Price Meals",10,14.7,11,16.2,10,13.7,"*","*",9,12.2
"Bridgeport School District","=""0150011""","Bridgeport Military Academy","=""0151611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*",86,39.8,122,45.7
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Eligible for Free or Reduced-Price Meals",15,3.4,7,1.7,40,9.8,34,8.8,26,6.5
"Bridgeport School District","=""0150011""","Career and Craftsmanship","=""0152711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Eligible for Free or Reduced-Price Meals",816,38.2,632,29.6,621,33.4,484,28.5,433,27.7
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Eligible for Free or Reduced-Price Meals",105,9.0,99,8.3,87,7.3,120,9.7,144,11.7
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Eligible for Free or Reduced-Price Meals",36,11.4,7,2.2,17,4.8,25,6.9,31,8.1
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Eligible for Free or Reduced-Price Meals",66,12.1,199,21.8,159,17.4,88,9.7,74,8.0
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Eligible for Free or Reduced-Price Meals",156,36.4,149,34.7,115,29.9,122,31.4,111,27.3
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Eligible for Free or Reduced-Price Meals",125,19.1,144,20.3,103,13.3,118,15.9,118,16.7
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Eligible for Free or Reduced-Price Meals",154,44.0,116,33.4,104,32.1,86,23.3,67,16.1
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Eligible for Free or Reduced-Price Meals",18,7.3,34,13.5,43,16.5,42,15.2,"*","*"
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Eligible for Free or Reduced-Price Meals",123,14.7,63,7.6,93,11.6,121,15.2,60,7.5
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Eligible for Free or Reduced-Price Meals",9,2.9,11,3.5,11,3.9,"N/A","N/A","*","*"
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Eligible for Free or Reduced-Price Meals",19,5.1,31,9.1,24,7.1,27,8.5,19,5.8
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Eligible for Free or Reduced-Price Meals",505,39.6,568,43.8,403,34.9,342,29.5,334,31.0
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Eligible for Free or Reduced-Price Meals",19,4.7,14,3.3,19,4.5,29,7.0,32,7.7
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Eligible for Free or Reduced-Price Meals",60,14.7,57,14.0,70,16.9,63,15.9,59,17.1
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A",36,16.1,157,44.7,143,29.5
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Eligible for Free or Reduced-Price Meals","*","*",14,3.0,13,2.5,8,1.6,7,1.4
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Eligible for Free or Reduced-Price Meals",295,42.4,166,24.7,206,28.9,165,24.0,157,23.7
"Bridgeport School District","=""0150011""","Longfellow School","=""0151911""","Eligible for Free or Reduced-Price Meals",92,19.7,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Eligible for Free or Reduced-Price Meals",135,14.5,111,12.5,93,9.9,145,16.2,118,13.0
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Eligible for Free or Reduced-Price Meals",40,7.9,11,2.1,20,3.8,34,6.7,35,6.8
"Bridgeport School District","=""0150011""","Make The Grade","=""0159511""","Eligible for Free or Reduced-Price Meals",35,68.6,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Eligible for Free or Reduced-Price Meals",11,2.4,"*","*","*","*","*","*",9,2.0
"Bridgeport School District","=""0150011""","Opportunities for Self-Discovery Community Partnership","=""0152811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Bridgeport School District","=""0150011""","Park City Academy","=""0159211""","Eligible for Free or Reduced-Price Meals",23,51.1,49,71.0,"N/A","N/A","N/A","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*",6,1.2,31,6.6,21,4.3
"Bridgeport School District","=""0150011""","Pride Academy","=""0151811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A",48,42.9,"N/A","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Eligible for Free or Reduced-Price Meals",175,19.8,174,20.0,184,21.5,124,13.8,139,15.1
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Eligible for Free or Reduced-Price Meals",157,28.8,139,23.3,139,23.1,121,20.2,151,24.0
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Eligible for Free or Reduced-Price Meals",36,7.2,55,10.5,96,18.5,93,18.3,83,15.9
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Eligible for Free or Reduced-Price Meals",67,9.0,38,5.4,30,4.4,11,1.7,22,3.2
"Bristol School District","=""0170011""","Alternative Special Education Program (ASEP)","=""0179011""","Eligible for Free or Reduced-Price Meals","*","*","*","*","N/A","*","N/A","*","*","*"
"Bristol School District","=""0170011""","Bristol Central High School","=""0176111""","Eligible for Free or Reduced-Price Meals",107,19.3,113,20.7,129,23.5,125,22.9,98,18.6
"Bristol School District","=""0170011""","Bristol Early Childhood Center-BECC","=""0170411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Bristol School District","=""0170011""","Bristol Eastern High School","=""0176211""","Eligible for Free or Reduced-Price Meals",130,29.1,124,25.9,120,25.6,90,20.0,101,21.1
"Bristol School District","=""0170011""","Bristol Preparatory Academy","=""0173311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A",7,18.4,9,20.5
"Bristol School District","=""0170011""","CHMS GOAL","=""0173411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Bristol School District","=""0170011""","Chippens Hill Middle School","=""0175111""","Eligible for Free or Reduced-Price Meals",95,23.9,65,19.8,78,22.1,93,26.3,80,24.1
"Bristol School District","=""0170011""","Chippens Hill Middle School Functional Program","=""0171011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Bristol School District","=""0170011""","Chms Goal","=""0173411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",7,"*"
"Bristol School District","=""0170011""","Clara T. O'Connell School","=""0170711""","Eligible for Free or Reduced-Price Meals",17,6.2,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Bristol School District","=""0170011""","Community/Vocational Program","=""0179211""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Bristol School District","=""0170011""","Edgewood School","=""0170311""","Eligible for Free or Reduced-Price Meals",14,7.9,13,9.3,13,8.7,20,14.6,18,13.8
"Bristol School District","=""0170011""","Ellen P. Hubbell School","=""0171411""","Eligible for Free or Reduced-Price Meals",9,3.2,13,5.6,9,4.1,14,5.7,14,5.1
"Bristol School District","=""0170011""","Extended Resource Self-Contained","=""0173611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Bristol School District","=""0170011""","Greene-Hills GOAL","=""0170911""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","*"
"Bristol School District","=""0170011""","Greene-Hills School","=""0170511""","Eligible for Free or Reduced-Price Meals","*","*",42,8.8,36,7.6,41,8.1,31,6.2
"Bristol School District","=""0170011""","Hubbell/Extended Resource","=""0172111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Bristol School District","=""0170011""","Ivy Drive GOAL","=""0172611""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Bristol School District","=""0170011""","Ivy Drive Medically Fragile","=""0172311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Bristol School District","=""0170011""","Ivy Drive School","=""0171911""","Eligible for Free or Reduced-Price Meals",12,7.6,"*","*",10,6.4,10,6.2,18,10.9
"Bristol School District","=""0170011""","John J. Jennings School","=""0170611""","Eligible for Free or Reduced-Price Meals",8,8.4,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Bristol School District","=""0170011""","Memorial Boulevard Middle School","=""0175311""","Eligible for Free or Reduced-Price Meals",41,16.5,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Bristol School District","=""0170011""","Mountain View School","=""0171711""","Eligible for Free or Reduced-Price Meals",15,10.9,13,7.8,20,11.1,7,4.3,"*","*"
"Bristol School District","=""0170011""","Mt. View GOAL","=""0172511""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Bristol School District","=""0170011""","Northeast MS/Extended Resource","=""0172711""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Bristol School District","=""0170011""","Northeast MS/GOAL","=""0172811""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*",6,"*"
"Bristol School District","=""0170011""","Northeast Middle School","=""0175211""","Eligible for Free or Reduced-Price Meals",19,10.0,15,7.7,18,9.6,20,11.8,22,14.3
"Bristol School District","=""0170011""","PreK Autism","=""0172911""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Bristol School District","=""0170011""","South Side Extended Resource","=""0173011""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Bristol School District","=""0170011""","South Side GOAL","=""0173111""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Bristol School District","=""0170011""","South Side School","=""0171111""","Eligible for Free or Reduced-Price Meals","*","*",10,4.4,23,9.2,18,6.8,19,8.3
"Bristol School District","=""0170011""","Stafford Autism","=""0173211""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Bristol School District","=""0170011""","Stafford School","=""0171211""","Eligible for Free or Reduced-Price Meals","*","*",10,4.0,8,3.0,13,4.8,15,5.4
"Bristol School District","=""0170011""","West Bristol School","=""0172011""","Eligible for Free or Reduced-Price Meals","N/A","N/A",51,9.3,64,11.0,81,14.0,82,13.9
"Brookfield School District","=""0180011""","Brookfield High School","=""0186111""","Eligible for Free or Reduced-Price Meals",6,8.8,10,12.8,9,12.9,11,15.3,"*","*"
"Brookfield School District","=""0180011""","Center Elementary School","=""0180311""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"Brookfield School District","=""0180011""","Huckleberry Hill Elementary School","=""0180411""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Brookfield School District","=""0180011""","Whisconier Middle School","=""0185311""","Eligible for Free or Reduced-Price Meals",9,10.3,10,10.5,8,9.6,7,10.6,"*","*"
"Brooklyn School District","=""0190011""","Brooklyn Elementary School","=""0190111""","Eligible for Free or Reduced-Price Meals","*","*","N/A","N/A","N/A","N/A","N/A","N/A",11,6.2
"Brooklyn School District","=""0190011""","Brooklyn Middle School","=""0195111""","Eligible for Free or Reduced-Price Meals",29,24.4,21,16.5,20,19.2,19,16.0,24,20.7
"Canaan School District","=""0210011""","Lee H. Kellogg School","=""0210111""","Eligible for Free or Reduced-Price Meals","N/A","*","*","*","*","*","N/A","*","*","*"
"Canterbury School District","=""0220011""","Canterbury Elementary School","=""0220211""","Eligible for Free or Reduced-Price Meals","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Canterbury School District","=""0220011""","Dr. Helen Baldwin Middle School","=""0225111""","Eligible for Free or Reduced-Price Meals",8,16.7,"*","*","*","*",8,12.7,"*","*"
"Canton School District","=""0230011""","Canton High School","=""0236111""","Eligible for Free or Reduced-Price Meals","*","*",8,15.4,"*","*","*","*",8,13.3
"Canton School District","=""0230011""","Canton Intermediate School","=""0230311""","Eligible for Free or Reduced-Price Meals","*","*","*","*",6,14.3,"*","*","*","*"
"Canton School District","=""0230011""","Canton Middle School","=""0235111""","Eligible for Free or Reduced-Price Meals",6,20.0,"*","*","*","*","*","*",6,16.2
"Canton School District","=""0230011""","Cherry Brook Primary School","=""0230211""","Eligible for Free or Reduced-Price Meals","*","*","*","*","*","*","*","*","N/A","N/A"
"Capital Preparatory Harbor School Inc. District","=""2970013""","Capital Preparatory Harbor School Inc.","=""2970113""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",37,28.5
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering","=""2415114""","Eligible for Free or Reduced-Price Meals",9,5.4,55,25.1,73,29.2,94,30.6,89,26.9
"Capitol Region Education Council","=""2410014""","Academy of Aerospace and Engineering Elementary","=""2410714""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Academy of Science and Innovation","=""2416514""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A",57,18.2,106,33.7
"Capitol Region Education Council","=""2410014""","Ana Grace Academy of the Arts Elementary School","=""2410614""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Capitol Region Education Council","=""2410014""","CREC Discovery Academy","=""2418114""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Discovery Academy","=""2418114""","Eligible for Free or Reduced-Price Meals","N/A","N/A","N/A","N/A","N/A","N/A",6,4.5,"*","*"
"Capitol Region Education Council","=""2410014""","Farmington Valley Regional Diagnostic Center","=""2419214""","Eligible for Free or Reduced-Price Meals","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Capitol Region Education Council","=""2410014""","Glastonbury/East Hartford Magnet School","=""2410114""","Eligible for Free or Reduced-Price Meals","N/A","N/A","*","*","*","*","*","*","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Great Path Academy at MCC","=""2416314""","Eligible for Free or Reduced-Price Meals",32,26.0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of  the Arts High School - Full Time","=""2416414""","Eligible for Free or Reduced-Price Meals",17,8.4,70,32.6,74,33.6,62,24.1,39,16.7
"Capitol Region Education Council","=""2410014""","Greater Hartford Academy of the Arts Magnet Middle","=""2415314""","Eligible for Free or Reduced-Price Meals","N/A","N/A",7,6.0,29,14.7,36,19.4,16,8.2
