"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","Count","%"
"East Haven School District","=""0440011""","Grove J. Tuttle School","=""0441011""","Eligible for Free or Reduced-Price Meals","*","*"
"East Haven School District","=""0440011""","Hays School","=""0441911""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Haven School District","=""0440011""","Joseph Melillo Middle School","=""0445111""","Eligible for Free or Reduced-Price Meals",78,35.3
"East Haven School District","=""0440011""","Momauguin School","=""0440711""","Eligible for Free or Reduced-Price Meals","*","*"
"East Haven School District","=""0440011""","Overbrook Elementary School","=""0441811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Haven School District","=""0440011""","Pathways","=""0449011""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Haven School District","=""0440011""","Robert W. Carbone School","=""0441611""","Eligible for Free or Reduced-Price Meals","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Eligible for Free or Reduced-Price Meals",6,10.9
"East Lyme School District","=""0450011""","East Lyme Middle School","=""0455111""","Eligible for Free or Reduced-Price Meals",12,13.6
"East Lyme School District","=""0450011""","Flanders School","=""0450111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Lyme School District","=""0450011""","Integrated Preschool","=""0458011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"East Lyme School District","=""0450011""","Lillie B. Haynes School","=""0450411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Lyme School District","=""0450011""","Niantic Center School","=""0450211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Hamden School District","=""0620011""","Bear Path School","=""0621211""","Eligible for Free or Reduced-Price Meals",12,17.6
"Hamden School District","=""0620011""","Church Street School","=""0620211""","Eligible for Free or Reduced-Price Meals",8,2.5
"Hamden School District","=""0620011""","Dunbar Hill School","=""0620311""","Eligible for Free or Reduced-Price Meals",8,7.3
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Eligible for Free or Reduced-Price Meals",204,34.0
"Hamden School District","=""0620011""","Hamden Middle School","=""0625211""","Eligible for Free or Reduced-Price Meals",130,36.2
"Hamden School District","=""0620011""","Helen Street School","=""0620411""","Eligible for Free or Reduced-Price Meals",10,5.6
"Hamden School District","=""0620011""","Ridge Hill School","=""0621111""","Eligible for Free or Reduced-Price Meals",15,8.4
"Hamden School District","=""0620011""","Shepherd Glen School","=""0620111""","Eligible for Free or Reduced-Price Meals",14,7.1
"Hamden School District","=""0620011""","Spring Glen School","=""0621011""","Eligible for Free or Reduced-Price Meals",6,6.8
"Hamden School District","=""0620011""","West Woods School","=""0621411""","Eligible for Free or Reduced-Price Meals","*","*"
"Hampton School District","=""0630011""","Hampton Elementary School","=""0630111""","Eligible for Free or Reduced-Price Meals","*","*"
"Hartford School District","=""0640011""","Asian Studies Academy","=""0640711""","Eligible for Free or Reduced-Price Meals",50,14.9
"Hartford School District","=""0640011""","Batchelder School","=""0640411""","Eligible for Free or Reduced-Price Meals",55,9.4
"Hartford School District","=""0640011""","Breakthrough II Elementary School","=""0643511""","Eligible for Free or Reduced-Price Meals",6,5.0
"Hartford School District","=""0640011""","Breakthrough Magnet School","=""0643311""","Eligible for Free or Reduced-Price Meals","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Lower School","=""0646111""","Eligible for Free or Reduced-Price Meals",214,31.3
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Eligible for Free or Reduced-Price Meals",267,48.5
"Hartford School District","=""0640011""","Burns Latino Studies Academy","=""0640611""","Eligible for Free or Reduced-Price Meals",51,9.0
"Hartford School District","=""0640011""","Burr School","=""0642311""","Eligible for Free or Reduced-Price Meals",123,20.3
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Eligible for Free or Reduced-Price Meals",43,24.7
"Hartford School District","=""0640011""","Clark School","=""0642411""","Eligible for Free or Reduced-Price Meals",115,26.6
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Eligible for Free or Reduced-Price Meals",97,25.1
"Hartford School District","=""0640011""","Comm Based PreK","=""0648741""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Eligible for Free or Reduced-Price Meals",124,42.2
"Hartford School District","=""0640011""","Dr. James H Naylor/CCSU Leadership Academy","=""0641411""","Eligible for Free or Reduced-Price Meals",44,6.2
"Hartford School District","=""0640011""","Dr. Joseph Bellizzi Middle School","=""0645311""","Eligible for Free or Reduced-Price Meals",227,48.6
"Hartford School District","=""0640011""","Dr. Ramon E. Betances Early Reading Lab","=""0642811""","Eligible for Free or Reduced-Price Meals",66,18.2
"Hartford School District","=""0640011""","Environmental Sciences Magnet School at Mary M Hooker","=""0640911""","Eligible for Free or Reduced-Price Meals",35,10.3
"Hartford School District","=""0640011""","Expeditionary Learning Academy at Moylan School","=""0643211""","Eligible for Free or Reduced-Price Meals",112,17.6
"Hartford School District","=""0640011""","Fred D. Wish Museum School","=""0642211""","Eligible for Free or Reduced-Price Meals",121,27.6
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Eligible for Free or Reduced-Price Meals",96,25.0
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Eligible for Free or Reduced-Price Meals",100,25.3
"Hartford School District","=""0640011""","HPHS Freshmen Academy","=""0647311""","Eligible for Free or Reduced-Price Meals",75,18.1
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Eligible for Free or Reduced-Price Meals",161,43.4
"Hartford School District","=""0640011""","Hartford Magnet Trinity College Academy","=""0645411""","Eligible for Free or Reduced-Price Meals",66,18.6
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Elementary)","=""0649011""","Eligible for Free or Reduced-Price Meals",16,43.2
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""","Eligible for Free or Reduced-Price Meals",68,73.9
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Eligible for Free or Reduced-Price Meals",87,59.2
"Hartford School District","=""0640011""","IB Global Communications Academy","=""0643611""","Eligible for Free or Reduced-Price Meals",99,27.2
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Eligible for Free or Reduced-Price Meals",108,57.8
"Hartford School District","=""0640011""","Kennelly School","=""0641011""","Eligible for Free or Reduced-Price Meals",149,18.9
"Hartford School District","=""0640011""","M. D. Fox Elementary School","=""0640811""","Eligible for Free or Reduced-Price Meals",134,16.9
"Hartford School District","=""0640011""","M. L. King School","=""0641611""","Eligible for Free or Reduced-Price Meals",156,30.5
"Hartford School District","=""0640011""","McDonough Expeditionary Learning School","=""0641211""","Eligible for Free or Reduced-Price Meals",37,10.1
"Hartford School District","=""0640011""","Milner Elementary School","=""0641911""","Eligible for Free or Reduced-Price Meals",131,32.0
"Hartford School District","=""0640011""","Montessori Magnet School at Annie Fisher","=""0643711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Hartford School District","=""0640011""","Noah Webster Micro Society School","=""0642011""","Eligible for Free or Reduced-Price Meals",56,14.3
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Eligible for Free or Reduced-Price Meals",11,18.0
"Hartford School District","=""0640011""","Parkville Community School","=""0641511""","Eligible for Free or Reduced-Price Meals",55,10.7
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Eligible for Free or Reduced-Price Meals",50,24.4
"Hartford School District","=""0640011""","Quirk Middle School","=""0645211""","Eligible for Free or Reduced-Price Meals",77,34.1
"Hartford School District","=""0640011""","R.J. Kinsella Magnet School of Performing Arts","=""0641111""","Eligible for Free or Reduced-Price Meals",86,14.0
"Hartford School District","=""0640011""","SAND School","=""0640111""","Eligible for Free or Reduced-Price Meals",60,14.3
"Hartford School District","=""0640011""","STEM Magnet School at Annie Fisher","=""0642511""","Eligible for Free or Reduced-Price Meals",46,18.7
"Hartford School District","=""0640011""","Sanchez School","=""0643011""","Eligible for Free or Reduced-Price Meals",92,18.2
"Hartford School District","=""0640011""","Sarah J. Rawson Elementary School","=""0641711""","Eligible for Free or Reduced-Price Meals",204,26.8
"Hartford School District","=""0640011""","Simpson-Waverly School","=""0642611""","Eligible for Free or Reduced-Price Meals",94,21.0
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Eligible for Free or Reduced-Price Meals",124,21.1
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Eligible for Free or Reduced-Price Meals",24,14.6
"Hartford School District","=""0640011""","Weaver High School","=""0646311""","Eligible for Free or Reduced-Price Meals",77,24.5
"Hartford School District","=""0640011""","West Middle School","=""0642111""","Eligible for Free or Reduced-Price Meals",174,24.3
"Meriden School District","=""0800011""","Benjamin Franklin School","=""0800111""","Eligible for Free or Reduced-Price Meals",14,5.4
"Meriden School District","=""0800011""","Casimir Pulaski School","=""0801111""","Eligible for Free or Reduced-Price Meals",46,8.7
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Eligible for Free or Reduced-Price Meals",282,42.1
"Meriden School District","=""0800011""","Hanover School","=""0800311""","Eligible for Free or Reduced-Price Meals",7,2.5
"Meriden School District","=""0800011""","Israel Putnam School","=""0800411""","Eligible for Free or Reduced-Price Meals",142,35.9
"Meriden School District","=""0800011""","John Barry School","=""0800511""","Eligible for Free or Reduced-Price Meals",46,10.7
"Meriden School District","=""0800011""","Lincoln Middle School","=""0805211""","Eligible for Free or Reduced-Price Meals",174,37.1
"Meriden School District","=""0800011""","Nathan Hale School","=""0800711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Eligible for Free or Reduced-Price Meals",327,49.5
"Meriden School District","=""0800011""","Roger Sherman School","=""0800811""","Eligible for Free or Reduced-Price Meals",20,5.4
"Meriden School District","=""0800011""","Thomas Hooker School","=""0801011""","Eligible for Free or Reduced-Price Meals",6,2.2
"Meriden School District","=""0800011""","Washington Middle School","=""0805411""","Eligible for Free or Reduced-Price Meals",243,40.0
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Eligible for Free or Reduced-Price Meals",53,11.0
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Eligible for Free or Reduced-Price Meals",42,10.5
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Eligible for Free or Reduced-Price Meals",52,14.2
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Eligible for Free or Reduced-Price Meals",53,13.9
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Eligible for Free or Reduced-Price Meals",64,16.5
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Eligible for Free or Reduced-Price Meals",35,9.0
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Eligible for Free or Reduced-Price Meals",62,16.8
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""","Eligible for Free or Reduced-Price Meals",6,1.5
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""","Eligible for Free or Reduced-Price Meals",8,6.1
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Eligible for Free or Reduced-Price Meals",37,9.9
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Eligible for Free or Reduced-Price Meals",40,9.4
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Eligible for Free or Reduced-Price Meals",65,11.4
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Eligible for Free or Reduced-Price Meals",51,14.8
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Eligible for Free or Reduced-Price Meals",51,11.3
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Eligible for Free or Reduced-Price Meals",33,10.3
"New Haven School District","=""0930011""","Engineering - Science University Magnet School","=""0931711""","Eligible for Free or Reduced-Price Meals",7,9.3
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Eligible for Free or Reduced-Price Meals",72,14.3
"New Haven School District","=""0930011""","Headstart","=""0938011""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Eligible for Free or Reduced-Price Meals",38,16.5
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Eligible for Free or Reduced-Price Meals",38,11.6
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Eligible for Free or Reduced-Price Meals",60,13.0
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Eligible for Free or Reduced-Price Meals",43,29.5
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Eligible for Free or Reduced-Price Meals",297,37.8
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Eligible for Free or Reduced-Price Meals",41,8.8
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Eligible for Free or Reduced-Price Meals",27,5.0
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""","Eligible for Free or Reduced-Price Meals",53,32.1
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Eligible for Free or Reduced-Price Meals",77,17.9
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Eligible for Free or Reduced-Price Meals",50,18.2
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Eligible for Free or Reduced-Price Meals",58,12.6
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Eligible for Free or Reduced-Price Meals",28,20.1
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Eligible for Free or Reduced-Price Meals",17,4.9
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Eligible for Free or Reduced-Price Meals",35,19.7
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Eligible for Free or Reduced-Price Meals","*","*"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Eligible for Free or Reduced-Price Meals",46,26.6
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Eligible for Free or Reduced-Price Meals",91,20.4
"New Haven School District","=""0930011""","Sound School","=""0936711""","Eligible for Free or Reduced-Price Meals",14,9.2
"New Haven School District","=""0930011""","Strong 21st Century Communications Magnet and SCSU Lab School","=""0932811""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"New Haven School District","=""0930011""","Truman School","=""0932911""","Eligible for Free or Reduced-Price Meals",33,6.4
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0939011""","Eligible for Free or Reduced-Price Meals",22,56.4
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","Eligible for Free or Reduced-Price Meals",25,13.0
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Eligible for Free or Reduced-Price Meals",70,16.6
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Eligible for Free or Reduced-Price Meals",541,40.9
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Eligible for Free or Reduced-Price Meals",10,5.1
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","Eligible for Free or Reduced-Price Meals","*","*"
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","Eligible for Free or Reduced-Price Meals","*","*"
"Newington School District","=""0940011""","John Paterson School","=""0940811""","Eligible for Free or Reduced-Price Meals","*","*"
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Eligible for Free or Reduced-Price Meals",17,13.1
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Eligible for Free or Reduced-Price Meals",24,14.9
"Newington School District","=""0940011""","Newington High School","=""0946111""","Eligible for Free or Reduced-Price Meals",57,23.3
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","Eligible for Free or Reduced-Price Meals",7,9.7
"Plainville School District","=""1100011""","Linden Street School","=""1100211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","Eligible for Free or Reduced-Price Meals","*","*"
"Plainville School District","=""1100011""","Middle School of Plainville","=""1105211""","Eligible for Free or Reduced-Price Meals",25,15.2
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Eligible for Free or Reduced-Price Meals",25,13.6
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""","Eligible for Free or Reduced-Price Meals",24,18.8
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","Eligible for Free or Reduced-Price Meals","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Eligible for Free or Reduced-Price Meals",37,30.1
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","Eligible for Free or Reduced-Price Meals","*","*"
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","Eligible for Free or Reduced-Price Meals","*","*"
"Portland School District","=""1130011""","Gildersleeve School","=""1130411""","Eligible for Free or Reduced-Price Meals","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Eligible for Free or Reduced-Price Meals",13,26.0
"Portland School District","=""1130011""","Portland Middle School","=""1135111""","Eligible for Free or Reduced-Price Meals","*","*"
"Portland School District","=""1130011""","Valley View School","=""1130211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bridgeport School District","=""0150011""","Barnum School","=""0150111""","Eligible for Free or Reduced-Price Meals",101,15.9
"Bridgeport School District","=""0150011""","Bassick High School","=""0156111""","Eligible for Free or Reduced-Price Meals",330,28.7
"Bridgeport School District","=""0150011""","Beardsley School","=""0150211""","Eligible for Free or Reduced-Price Meals",39,10.3
"Bridgeport School District","=""0150011""","Black Rock School","=""0150311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bridgeport School District","=""0150011""","Blackham School","=""0154011""","Eligible for Free or Reduced-Price Meals",212,19.4
"Bridgeport School District","=""0150011""","Bridgeport Learning Center","=""0159011""","Eligible for Free or Reduced-Price Meals",9,14.8
"Bridgeport School District","=""0150011""","Bryant School","=""0150411""","Eligible for Free or Reduced-Price Meals",14,3.4
"Bridgeport School District","=""0150011""","Central High School","=""0156211""","Eligible for Free or Reduced-Price Meals",610,28.3
"Bridgeport School District","=""0150011""","Cesar Batalla School","=""0151411""","Eligible for Free or Reduced-Price Meals",66,6.2
"Bridgeport School District","=""0150011""","Classical Studies Academy","=""0152111""","Eligible for Free or Reduced-Price Meals",13,4.0
"Bridgeport School District","=""0150011""","Columbus School","=""0150511""","Eligible for Free or Reduced-Price Meals",58,8.7
"Bridgeport School District","=""0150011""","Comm Based PreK","=""0158741""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Bridgeport School District","=""0150011""","Cross School","=""0153911""","Eligible for Free or Reduced-Price Meals",100,25.4
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Eligible for Free or Reduced-Price Meals",137,21.9
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Eligible for Free or Reduced-Price Meals",129,37.7
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Eligible for Free or Reduced-Price Meals",96,11.4
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Eligible for Free or Reduced-Price Meals",16,5.4
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Eligible for Free or Reduced-Price Meals",12,3.7
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Eligible for Free or Reduced-Price Meals",491,33.1
"Bridgeport School District","=""0150011""","Head Start","=""0158641""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Eligible for Free or Reduced-Price Meals",26,6.8
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Eligible for Free or Reduced-Price Meals",13,2.9
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Eligible for Free or Reduced-Price Meals",79,12.4
"Bridgeport School District","=""0150011""","Longfellow School","=""0151911""","Eligible for Free or Reduced-Price Meals",47,11.0
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Eligible for Free or Reduced-Price Meals",222,24.1
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Eligible for Free or Reduced-Price Meals",32,5.6
"Bridgeport School District","=""0150011""","Make The Grade","=""0159511""","Eligible for Free or Reduced-Price Meals",46,85.2
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Eligible for Free or Reduced-Price Meals",12,2.7
"Bridgeport School District","=""0150011""","New Start Program","=""0159411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bridgeport School District","=""0150011""","Parent-Children Program","=""0158011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Bridgeport School District","=""0150011""","Park City Academy","=""0159211""","Eligible for Free or Reduced-Price Meals",54,76.1
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Eligible for Free or Reduced-Price Meals",216,25.5
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Eligible for Free or Reduced-Price Meals",256,45.5
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bridgeport School District","=""0150011""","The University School","=""0159111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Eligible for Free or Reduced-Price Meals",58,10.8
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Eligible for Free or Reduced-Price Meals",71,9.9
"East Hampton School District","=""0420011""","Center School","=""0420311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Eligible for Free or Reduced-Price Meals",16,30.8
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","Eligible for Free or Reduced-Price Meals","*","*"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Eligible for Free or Reduced-Price Meals",22,8.4
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Eligible for Free or Reduced-Price Meals",10,16.9
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Eligible for Free or Reduced-Price Meals",12,3.5
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Eligible for Free or Reduced-Price Meals",42,15.4
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","Eligible for Free or Reduced-Price Meals",8,5.4
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Eligible for Free or Reduced-Price Meals",570,46.2
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Eligible for Free or Reduced-Price Meals",289,41.8
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Eligible for Free or Reduced-Price Meals",12,6.6
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","Eligible for Free or Reduced-Price Meals",12,4.5
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","Eligible for Free or Reduced-Price Meals",9,4.4
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Eligible for Free or Reduced-Price Meals",39,11.6
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","Eligible for Free or Reduced-Price Meals",14,4.9
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Eligible for Free or Reduced-Price Meals",54,37.5
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Eligible for Free or Reduced-Price Meals",98,27.8
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""","Eligible for Free or Reduced-Price Meals","*","*"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Eligible for Free or Reduced-Price Meals","*","*"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Eligible for Free or Reduced-Price Meals","*","*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","Eligible for Free or Reduced-Price Meals","N/A","*"
