"District","District Code","School","School Code","Gender","Count","%"
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Female",29,8.6
"Bridgeport School District","=""0150011""","Curiale School","=""0154211""","Male",89,24.1
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Female",34,16.4
"Bridgeport School District","=""0150011""","Dunbar School","=""0154111""","Male",33,15.8
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Female","N/A","N/A"
"Bridgeport School District","=""0150011""","Edison School","=""0150711""","Male","*","*"
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Female",20,5.3
"Bridgeport School District","=""0150011""","Geraldine Johnson School","=""0153211""","Male",41,9.7
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Female","*","*"
"Bridgeport School District","=""0150011""","Hall School","=""0151111""","Male","*","*"
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Female","*","*"
"Bridgeport School District","=""0150011""","Hallen School","=""0151211""","Male","*","*"
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Female",121,23.4
"Bridgeport School District","=""0150011""","Harding High School","=""0156311""","Male",215,38.3
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Female",13,5.7
"Bridgeport School District","=""0150011""","High Horizons Magnet School","=""0154511""","Male",19,10.3
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Female",18,11.1
"Bridgeport School District","=""0150011""","Hooker School","=""0151311""","Male",41,22.4
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Female",49,28.0
"Bridgeport School District","=""0150011""","Information Technology and Software Engineering High School at the Fairchild-Wheeler Magnet Campus","=""0151511""","Male",94,30.3
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Female","*","*"
"Bridgeport School District","=""0150011""","Interdistrict Discovery Magnet School","=""0153711""","Male","*","*"
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Female",40,14.2
"Bridgeport School District","=""0150011""","Jettie S. Tisdale School","=""0152211""","Male",118,30.9
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Female",24,5.2
"Bridgeport School District","=""0150011""","Luis Munoz Marin School","=""0151011""","Male",94,20.8
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Female","*","*"
"Bridgeport School District","=""0150011""","Madison School","=""0152011""","Male","*","*"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Female","*","*"
"Bridgeport School District","=""0150011""","Multicultural Magnet School","=""0154611""","Male","*","*"
"Bridgeport School District","=""0150011""","Opportunities for Self-Discovery Community Partnership","=""0152811""","Female","N/A","*"
"Bridgeport School District","=""0150011""","Opportunities for Self-Discovery Community Partnership","=""0152811""","Male","N/A","*"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Female","*","*"
"Bridgeport School District","=""0150011""","Park City Magnet School","=""0151711""","Male","*","*"
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Female",35,8.3
"Bridgeport School District","=""0150011""","Read School","=""0152511""","Male",104,20.9
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Female",45,14.9
"Bridgeport School District","=""0150011""","Roosevelt School","=""0152611""","Male",106,32.5
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""","Female","N/A","N/A"
"Bridgeport School District","=""0150011""","Skane Center","=""0154411""","Male","N/A","N/A"
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Female",30,11.7
"Bridgeport School District","=""0150011""","Waltersville School","=""0153011""","Male",53,20.1
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Female","*","*"
"Bridgeport School District","=""0150011""","Winthrop School","=""0153611""","Male","*","*"
"East Hampton School District","=""0420011""","Center School","=""0420311""","Female","N/A","N/A"
"East Hampton School District","=""0420011""","Center School","=""0420311""","Male","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Female",7,2.6
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Male",31,12.4
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","Female","N/A","N/A"
"East Hampton School District","=""0420011""","East Hampton Middle School","=""0425111""","Male",20,8.6
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Female","N/A","N/A"
"East Hampton School District","=""0420011""","Memorial School","=""0420111""","Male","N/A","N/A"
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","Female","N/A","*"
"East Hampton School District","=""0420011""","The Learning Center at East Hampton","=""0429011""","Male","*","*"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Female","N/A","N/A"
"East Hartford School District","=""0430011""","Anna E. Norris School","=""0430911""","Male",16,9.2
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Female",13,10.7
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Male",13,18.8
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Female","*","*"
"East Hartford School District","=""0430011""","Dr. Franklin H. Mayberry School","=""0430611""","Male","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Female","*","*"
"East Hartford School District","=""0430011""","Dr. John A. Langford School","=""0432211""","Male","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","Female","*","*"
"East Hartford School District","=""0430011""","Dr. Thomas S. O'Connell School","=""0431011""","Male","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Female",187,23.0
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Male",314,35.7
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Female",80,14.5
"East Hartford School District","=""0430011""","East Hartford Middle School","=""0435111""","Male",131,22.4
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Female","N/A","N/A"
"East Hartford School District","=""0430011""","Governor William Pitkin School","=""0432011""","Male","*","*"
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","Female","N/A","*"
"East Hartford School District","=""0430011""","Hartford Detention Center","=""3480315""","Male","N/A","*"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","Female","N/A","N/A"
"East Hartford School District","=""0430011""","Hockanum School","=""0430511""","Male","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","Female","*","*"
"East Hartford School District","=""0430011""","Joseph O. Goodwin School","=""0430411""","Male","*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Female","*","*"
"East Hartford School District","=""0430011""","Robert J. O'Brien School","=""0431811""","Male","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","Female","*","*"
"East Hartford School District","=""0430011""","Silver Lane School","=""0431211""","Male","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Female",12,27.9
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Male",18,29.5
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Female","*","*"
"East Hartford School District","=""0430011""","Sunset Ridge School Elementary Academy for Arts and World Languages","=""0432411""","Male","*","*"
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""","Female","N/A","N/A"
"East Hartford School District","=""0430011""","Willowbrook Early Childhood","=""0438011""","Male","N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Female","N/A","N/A"
"East Hartford School District","=""0430011""","Woodland School","=""0439011""","Male","N/A","N/A"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Female",7,3.0
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Male",32,12.0
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Female","*","*"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Male","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Female","*","*"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Male","*","*"
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","Female",8,4.7
"Groton School District","=""0590011""","Claude Chester School","=""0590311""","Male",13,8.1
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Female","N/A","N/A"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Male","*","*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Female",7,"*"
"Groton School District","=""0590011""","New Beginnings Alternative Program","=""0590211""","Male",11,"*"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Female","N/A","N/A"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Male","*","*"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Female","N/A","N/A"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Male","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Female",40,7.8
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Male",122,21.4
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Female","N/A","N/A"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Male","*","*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","Female","*","*"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","Male","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Female",18,7.8
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Male",44,20.4
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Female","N/A","N/A"
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Male","*","*"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","Female","N/A","N/A"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","Male","*","*"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","Female","N/A","N/A"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","Male","N/A","N/A"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Female",7,2.5
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Male",19,7.0
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Female","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Male","*","*"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","Female","N/A","N/A"
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","Male","N/A","N/A"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","Female","N/A","N/A"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","Male","*","*"
"Litchfield School District","=""0740011""","Center School","=""0740211""","Female","N/A","N/A"
"Litchfield School District","=""0740011""","Center School","=""0740211""","Male","N/A","N/A"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Female","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Male","*","*"
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","Female","N/A","N/A"
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","Male",10,8.6
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""","Female","*","*"
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""","Male","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Female",13,2.3
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Male",22,3.7
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","Female","N/A","N/A"
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","Male","*","*"
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","Female","N/A","N/A"
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","Male","N/A","N/A"
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","Female","*","*"
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","Male","*","*"
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","Female","N/A","N/A"
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","Male","N/A","N/A"
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""","Female","N/A","N/A"
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""","Male","N/A","N/A"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","Female","*","*"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","Male","*","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Female",11,37.9
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Male",21,56.8
"Manchester School District","=""0770011""","Bowers School","=""0770111""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Bowers School","=""0770111""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Buckley School","=""0770311""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Buckley School","=""0770311""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Elementary Site 2","=""0771111""","Female","N/A","*"
"Manchester School District","=""0770011""","Elementary Site 2","=""0771111""","Male","N/A","*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","Female",16,7.3
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","Male",22,10.4
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","Female","*","*"
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","Male","*","*"
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","Female",31,7.9
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","Male",69,17.3
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Female","*","*"
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Male","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Female",85,10.8
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Male",156,20.7
"Manchester School District","=""0770011""","Manchester Preschool - Site 2","=""0770811""","Female","N/A","*"
"Manchester School District","=""0770011""","Manchester Preschool - Site 2","=""0770811""","Male","N/A","*"
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Female",18,78.3
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Male",50,78.1
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","Female","N/A","*"
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","Male","N/A","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","Female","*","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","Male","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Female","*","*"
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Female","*","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Male","*","*"
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Female","*","*"
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Male","*","*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Female","*","*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Male","*","*"
"Manchester School District","=""0770011""","Washington School","=""0771411""","Female","*","*"
"Manchester School District","=""0770011""","Washington School","=""0771411""","Male","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Female","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Male","*","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","Female","N/A","N/A"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","Male","N/A","N/A"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Female","N/A","N/A"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Male","N/A","N/A"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Female","N/A","N/A"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Male","*","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Female","*","*"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Male","*","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Female","N/A","N/A"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Male","N/A","N/A"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Female","N/A","N/A"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Male","N/A","N/A"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Female","*","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Male","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Female","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Male","*","*"
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""","Female","N/A","*"
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""","Male","N/A","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Female",17,11.2
"Derby School District","=""0370011""","Derby High School","=""0376111""","Male",37,18.1
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Female",16,10.5
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Male",51,30.0
"Derby School District","=""0370011""","Irving School","=""0370411""","Female","N/A","N/A"
"Derby School District","=""0370011""","Irving School","=""0370411""","Male",19,11.4
"Derby School District","=""0370011""","Little Raiders University","=""0370111""","Female","N/A","*"
"Derby School District","=""0370011""","Little Raiders University","=""0370111""","Male","N/A","N/A"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","Female","N/A","N/A"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","Male","N/A","N/A"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Female",10,7.8
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Male",32,23.2
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Female","*","*"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Male","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Female","*","*"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Male","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Female","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Male","*","*"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","Female","N/A","N/A"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","Male","N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Female","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Male","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","Female","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","Male","*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Male","*","*"
"Greenwich School District","=""0570011""","Community Connections","=""0571211""","Female","N/A","*"
"Greenwich School District","=""0570011""","Community Connections","=""0571211""","Male","N/A","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","Male","*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","Male","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","Female","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","Male","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Female",18,1.4
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Male",33,2.6
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","Male","*","*"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","Female","*","*"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","Male","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","Male","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","Female","*","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","Male","*","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Female","*","*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Male","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Female","*","*"
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Male","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","Female","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","Male","N/A","N/A"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Female",23,8.0
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Male",51,18.3
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Female",6,2.1
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Male",34,12.8
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Female","*","*"
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Male","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Female",10,6.1
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Male",11,7.9
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Female","*","*"
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Male","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Female",27,6.1
"Branford School District","=""0140011""","Branford High School","=""0146111""","Male",69,14.9
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","Female",7,33.3
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","Male",20,60.6
"Branford School District","=""0140011""","Bridgeport Detention Center","=""3480115""","Female","N/A","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Female",14,3.0
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Male",45,10.0
"Branford School District","=""0140011""","Indian Neck School","=""0148011""","Female","N/A","N/A"
"Branford School District","=""0140011""","Indian Neck School","=""0148011""","Male","N/A","N/A"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Female","N/A","N/A"
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Male","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Female","N/A","N/A"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Male","N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Female","N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Male","N/A","N/A"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Female",39,16.9
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Male",87,29.4
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Female","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Male","*","*"
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Female",14,14.9
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Male",37,33.6
