"College Entrance and Persistence, Trend"
"All Districts"

"Notes:"
"* In this report, year means graduating class of that school year."
"* College entrance refers to the percent of high school graduates from the year who enrolled in college any time during the first year after high school."
"* College persistence refers to the percent of students who enrolled in college the first year after high school and returned for a second year (Freshman to Sophomore persistence)."

"",,,,,"2009-10",,"2010-11",,"2011-12",,"2012-13",,"2013-14",
"Hartford School District","=""0640011""","Hartford Transitional Learning Academy (Secondary)","=""0649111""","Eligible for Free or Reduced-Price Meals",*,*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Hartford School District","=""0640011""","High School, Inc.","=""0647611""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,65.2,*,72.7,66.1,50.0,81.5
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,45.9,70.6,53.8,78.6,50.0,57.1
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Eligible for Free or Reduced-Price Meals",*,*,39.0,*,31.0,*,32.0,*,34.3,*
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Eligible for Free or Reduced-Price Meals",69.2,74.1,79.3,83.1,54.5,88.9,67.9,81.6,54.2,61.5
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Eligible for Free or Reduced-Price Meals",76.3,89.7,67.0,84.6,73.7,84.9,83.0,74.0,75.5,78.9
"Hartford School District","=""0640011""","University High School of Science and Engineering","=""0646711""","Eligible for Free or Reduced-Price Meals",75.0,92.6,83.6,89.1,83.3,82.0,83.1,90.7,84.3,81.4
"Hartford School District","=""0640011""","Weaver High School","=""0646311""","Eligible for Free or Reduced-Price Meals",48.2,79.1,39.7,67.3,N/A,N/A,N/A,N/A,N/A,N/A
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Eligible for Free or Reduced-Price Meals",59.4,78.9,44.0,86.4,53.4,74.4,45.6,70.7,49.4,70.0
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Eligible for Free or Reduced-Price Meals",40.0,*,69.6,*,*,*,60.0,*,*,*
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Eligible for Free or Reduced-Price Meals",60.0,62.5,48.1,65.4,51.5,*,66.7,86.1,61.2,82.9
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Eligible for Free or Reduced-Price Meals",*,*,*,*,N/A,N/A,*,*,N/A,N/A
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Eligible for Free or Reduced-Price Meals",*,*,77.3,*,*,*,*,*,75.9,95.5
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Eligible for Free or Reduced-Price Meals",58.1,87.6,59.4,77.6,63.3,75.9,60.4,73.8,53.5,73.6
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","Eligible for Free or Reduced-Price Meals",N/A,N/A,*,*,*,*,*,*,*,*
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Eligible for Free or Reduced-Price Meals",50.4,68.3,54.7,66.7,42.9,71.6,53.0,76.4,54.8,85.7
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Eligible for Free or Reduced-Price Meals",43.0,70.5,54.2,73.1,43.8,77.6,49.7,71.6,56.8,73.0
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Eligible for Free or Reduced-Price Meals",56.5,78.5,59.1,76.9,54.1,76.7,52.8,75.3,56.2,79.5
"Middletown School District","=""0830011""","Transition to Life Center","=""0839111""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,*,*,*,*,*,*
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Eligible for Free or Reduced-Price Meals",57.7,85.4,57.4,90.3,58.2,82.6,47.7,82.9,51.7,86.7
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Eligible for Free or Reduced-Price Meals",54.3,80.0,57.8,92.3,57.4,80.6,65.6,76.2,56.1,83.8
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Eligible for Free or Reduced-Price Meals",75.9,77.3,67.6,87.0,81.8,96.3,75.0,75.0,72.3,91.2
"Montville School District","=""0860011""","Montville High School","=""0866111""","Eligible for Free or Reduced-Price Meals",65.0,61.5,63.0,76.5,47.3,76.9,53.6,83.3,49.2,74.2
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Eligible for Free or Reduced-Price Meals",41.7,75.0,51.8,85.9,46.1,88.1,63.0,75.9,50.0,88.5
"New Britain School District","=""0890011""","Academic Extension Center","=""0899211""","Eligible for Free or Reduced-Price Meals",*,*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"New Britain School District","=""0890011""","Alternative Center School","=""0899111""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,*,*,*,*
"New Britain School District","=""0890011""","CLIMB","=""0899411""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,*,*,*,*,*,*
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Eligible for Free or Reduced-Price Meals",47.7,73.5,53.5,75.8,55.0,77.1,53.0,72.1,58.6,76.5
"New Britain School District","=""0890011""","New Britain Transition Center","=""0899011""","Eligible for Free or Reduced-Price Meals",*,*,*,*,N/A,N/A,*,*,*,*
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Eligible for Free or Reduced-Price Meals",*,*,42.9,*,85.0,94.1,61.1,95.5,64.5,85.0
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Eligible for Free or Reduced-Price Meals",50.0,72.7,68.4,68.5,73.0,86.4,75.0,81.9,73.7,75.2
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Eligible for Free or Reduced-Price Meals",57.9,60.6,63.6,78.6,55.8,83.3,48.8,90.0,67.6,82.6
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Eligible for Free or Reduced-Price Meals",72.9,83.7,81.9,86.3,83.7,85.4,78.5,81.4,76.4,80.0
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Eligible for Free or Reduced-Price Meals",65.5,*,69.0,90.0,59.5,72.7,61.3,*,68.8,54.5
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Eligible for Free or Reduced-Price Meals",59.7,66.3,60.6,77.1,59.3,77.5,53.9,75.3,58.9,73.4
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Eligible for Free or Reduced-Price Meals",64.3,*,65.5,*,75.0,66.7,59.5,77.3,68.4,64.8
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Eligible for Free or Reduced-Price Meals",64.3,*,63.6,85.7,72.4,71.4,72.0,75.0,74.5,76.3
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0936511""","Eligible for Free or Reduced-Price Meals",*,*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0939211""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"New Haven School District","=""0930011""","Riverside Education Academy","=""0939111""","Eligible for Free or Reduced-Price Meals",15.4,*,39.1,*,26.5,*,44.0,*,40.0,*
"New Haven School District","=""0930011""","Sound School","=""0936711""","Eligible for Free or Reduced-Price Meals",58.3,78.6,65.5,*,72.6,71.1,72.0,72.2,70.6,88.9
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Eligible for Free or Reduced-Price Meals",54.6,68.6,50.8,65.2,53.7,75.2,53.2,74.1,54.4,68.4
"Newington School District","=""0940011""","Newington High School","=""0946111""","Eligible for Free or Reduced-Price Meals",68.1,85.1,74.3,78.2,71.0,87.8,59.4,78.3,74.0,83.8
"New London School District","=""0950011""","New London Clinical Day Program","=""0959111""","Eligible for Free or Reduced-Price Meals",*,*,*,*,N/A,N/A,*,*,N/A,N/A
"New London School District","=""0950011""","New London High School","=""0956111""","Eligible for Free or Reduced-Price Meals",52.6,67.5,56.1,78.4,63.9,68.9,56.4,75.2,57.6,73.5
"New Milford School District","=""0960011""","Litchfield Hills Transition Center","=""0969011""","Eligible for Free or Reduced-Price Meals",N/A,N/A,*,*,*,*,*,*,*,*
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Eligible for Free or Reduced-Price Meals",52.2,70.8,37.0,*,63.2,86.1,57.6,88.2,59.5,86.4
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Eligible for Free or Reduced-Price Meals",*,*,71.4,68.0,55.2,*,79.5,80.6,70.3,88.5
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Eligible for Free or Reduced-Price Meals",*,*,56.0,*,85.0,*,64.7,81.8,50.0,*
"North Branford School District","=""0990011""","School to Work Program","=""0999011""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,*,*
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Eligible for Free or Reduced-Price Meals",46.5,90.0,83.7,85.4,64.3,88.9,67.2,79.1,61.7,83.8
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Eligible for Free or Reduced-Price Meals",63.8,81.1,66.1,89.9,65.7,83.8,71.7,91.5,69.0,79.0
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Eligible for Free or Reduced-Price Meals",62.6,87.1,58.3,71.6,64.8,77.8,69.8,84.1,68.3,79.1
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Eligible for Free or Reduced-Price Meals",54.2,*,40.0,*,*,*,*,*,48.0,*
"Norwich School District","=""1040011""","Deborah-Tennant Zinewicz  School","=""1049111""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Norwich School District","=""1040011""","Thames River Academy","=""1046111""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,N/A,N/A,N/A,N/A
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,*,*,*,*
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,81.5,90.9,69.0,80.0
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Eligible for Free or Reduced-Price Meals",62.3,72.1,37.0,70.0,40.8,54.8,34.2,81.5,55.3,64.3
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Eligible for Free or Reduced-Price Meals",58.3,81.0,51.7,83.3,55.0,78.8,60.6,77.5,65.7,75.0
"Plymouth School District","=""1110011""","Plymouth Alternative High School","=""1117111""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,*,*
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Eligible for Free or Reduced-Price Meals",34.5,*,40.6,*,38.6,*,41.5,*,57.9,81.8
"Portland School District","=""1130011""","Portland High School","=""1136111""","Eligible for Free or Reduced-Price Meals",*,*,*,*,45.0,*,*,*,*,*
"Putnam School District","=""1160011""","Helping Hands","=""1169011""","Eligible for Free or Reduced-Price Meals",*,*,*,*,N/A,N/A,*,*,*,*
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Eligible for Free or Reduced-Price Meals",61.8,47.6,35.7,*,48.6,*,43.2,*,30.2,*
"Ridgefield School District","=""1180011""","Ridgefield High School","=""1186111""","Eligible for Free or Reduced-Price Meals",*,*,*,*,66.7,*,*,*,82.8,87.5
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","Eligible for Free or Reduced-Price Meals",64.5,70.0,*,*,66.7,*,81.0,*,52.8,*
"Seymour School District","=""1240011""","Seymour High School","=""1246111""","Eligible for Free or Reduced-Price Meals",56.1,73.9,74.4,79.3,65.0,84.6,62.5,86.7,58.1,80.0
"Shelton School District","=""1260011""","Shelton High School","=""1266111""","Eligible for Free or Reduced-Price Meals",48.3,86.2,66.7,88.0,63.0,84.8,69.0,87.0,58.3,89.8
"Simsbury School District","=""1280011""","Simsbury High School","=""1286111""","Eligible for Free or Reduced-Price Meals",63.6,*,67.7,95.2,69.0,70.0,74.3,84.6,70.6,79.2
"Somers School District","=""1290011""","Somers High School","=""1296111""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Southington School District","=""1310011""","Southington High School","=""1316211""","Eligible for Free or Reduced-Price Meals",48.8,81.0,63.8,75.0,58.2,78.3,47.1,69.7,57.7,75.0
"South Windsor School District","=""1320011""","Project Worth Young Adult Academy","=""1329011""","Eligible for Free or Reduced-Price Meals",N/A,N/A,N/A,N/A,*,*,N/A,N/A,N/A,N/A
"South Windsor School District","=""1320011""","South Windsor High School","=""1326211""","Eligible for Free or Reduced-Price Meals",71.4,*,60.0,92.6,73.5,84.0,67.5,92.6,71.1,81.5
"Stafford School District","=""1340011""","Stafford High School","=""1346111""","Eligible for Free or Reduced-Price Meals",57.1,*,45.5,*,28.0,*,44.7,*,32.6,*
"Stamford School District","=""1350011""","Stamford High School","=""1356111""","Eligible for Free or Reduced-Price Meals",70.6,85.0,66.4,76.4,67.9,84.0,64.7,80.8,68.7,84.2
"Stamford School District","=""1350011""","The Academy of Information Technology","=""1356411""","Eligible for Free or Reduced-Price Meals",66.7,83.3,76.7,91.3,78.3,85.2,79.6,94.9,81.0,94.1
"Stamford School District","=""1350011""","Westhill High School","=""1356311""","Eligible for Free or Reduced-Price Meals",54.6,83.2,63.7,83.8,61.7,88.8,63.5,82.1,61.2,76.7
"Stonington School District","=""1370011""","Stonington High School","=""1376111""","Eligible for Free or Reduced-Price Meals",39.1,*,*,*,43.3,*,72.4,76.2,45.0,*
"Stratford School District","=""1380011""","Bunnell High School","=""1386211""","Eligible for Free or Reduced-Price Meals",58.8,80.9,68.6,87.5,70.5,86.6,70.2,88.5,72.0,84.1
"Stratford School District","=""1380011""","Secondary STEPS Program","=""1389111""","Eligible for Free or Reduced-Price Meals",N/A,N/A,*,*,N/A,N/A,*,*,N/A,N/A
"Stratford School District","=""1380011""","Stratford High School","=""1386111""","Eligible for Free or Reduced-Price Meals",56.5,78.7,69.4,77.4,64.4,79.8,56.6,85.7,66.7,79.1
"Stratford School District","=""1380011""","Strive-Stratford","=""1389011""","Eligible for Free or Reduced-Price Meals",*,*,*,*,*,*,*,*,*,*
"Suffield School District","=""1390011""","Suffield High School","=""1396111""","Eligible for Free or Reduced-Price Meals",*,*,72.0,*,71.4,*,68.6,87.5,52.2,*
"Thomaston School District","=""1400011""","Thomaston High School","=""1406211""","Eligible for Free or Reduced-Price Meals",*,*,47.6,*,34.6,*,42.3,*,63.6,*
"Thompson School District","=""1410011""","Tourtellotte Memorial High School","=""1416111""","Eligible for Free or Reduced-Price Meals",47.6,*,*,*,47.8,*,38.5,*,38.2,*
"Tolland School District","=""1420011""","Tolland High School","=""1426111""","Eligible for Free or Reduced-Price Meals",50.0,*,*,*,*,*,37.0,*,66.7,*
"Torrington School District","=""1430011""","Torrington High School","=""1436111""","Eligible for Free or Reduced-Price Meals",40.5,84.4,52.7,71.8,40.2,70.7,50.0,86.9,51.2,77.8
