"",,,,,"2011-12",,"2012-13",,"2013-14",,"2014-15",,"2015-16",
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","Two or More Races","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""","White","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","American Indian or Alaska Native","N/A","N/A","N/A","*","*","*","N/A","*","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Asian","N/A","*","*","*","*","*","N/A","*","N/A","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Black or African American",67,43.2,42,28.6,23,17.6,18,13.4,20,14.3
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Hispanic/Latino of any race","*","*",36,24.0,19,12.8,21,14.1,17,11.2
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Native Hawaiian or Other Pacific Islander","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Two or More Races","*","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","White",54,14.4,"*","*",17,5.7,10,3.5,"*","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","American Indian or Alaska Native","*","*","N/A","*","N/A","*","*","*","N/A","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Asian","N/A","*","*","*","N/A","*","N/A","*","N/A","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Black or African American",15,15.5,29,28.2,"*","*",17,15.9,26,27.1
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Hispanic/Latino of any race",11,8.7,30,21.0,36,23.4,31,19.7,25,17.6
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Native Hawaiian or Other Pacific Islander","N/A","*","N/A","*","N/A","*","N/A","*","*","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Two or More Races","*","*","*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","White",8,3.3,27,12.1,39,17.8,27,12.3,32,15.3
"Ansonia School District","=""0020011""","Mead School","=""0020311""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Black or African American","*","*","*","*","*","*",11,8.9,12,10.3
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*",9,3.7
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Native Hawaiian or Other Pacific Islander","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Two or More Races","N/A","*","N/A","*","N/A","N/A","N/A","N/A","*","*"
"Ansonia School District","=""0020011""","Mead School","=""0020311""","White",12,4.2,"*","*","*","*","*","*","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Asian","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Black or African American","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*","*"
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","White","N/A","N/A","N/A","N/A","N/A","N/A","*","*",8,"*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","N/A"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Black or African American",6,3.8,"*","*","*","*","*","*",8,7.5
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*",6,2.8
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Native Hawaiian or Other Pacific Islander","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Two or More Races","N/A","*","N/A","*","N/A","N/A","N/A","N/A","*","*"
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","White","*","*","*","*","*","*",6,2.0,"*","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Black or African American","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Hispanic/Latino of any race","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","Two or More Races","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Center for Autism Spectrum and Development Disorders","=""2449614""","White","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","American Indian or Alaska Native","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Asian","N/A","*","*","*","N/A","*","N/A","*","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Black or African American",33,44.0,16,23.2,17,22.1,11,12.5,19,19.8
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Hispanic/Latino of any race",21,37.5,10,18.9,7,11.5,"*","*",14,23.7
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","Two or More Races","*","*","*","*","*","*","N/A","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Mill Road School","=""2449414""","White","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","American Indian or Alaska Native","*","*","N/A","*","N/A","*","N/A","*","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Asian","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Black or African American",25,24.8,34,30.6,32,32.0,34,35.8,23,25.6
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Hispanic/Latino of any race",61,21.1,63,21.9,65,21.8,67,21.3,61,17.6
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","Two or More Races","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Thomas Edison Magnet Middle School","=""2445114""","White",37,13.0,38,13.7,27,10.3,27,10.7,26,11.4
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Black or African American","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","N/A","*","N/A","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","Two or More Races","N/A","N/A","N/A","N/A","N/A","*","N/A","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Village School","=""2449514""","White","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Black or African American",10,22.7,12,31.6,"*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","Two or More Races","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School East","=""2449214""","White","*","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Asian","N/A","N/A","N/A","*","N/A","*","N/A","N/A","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Black or African American",31,56.4,34,69.4,32,65.3,19,50.0,26,61.9
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Hispanic/Latino of any race",12,41.4,"*","*",18,54.5,24,52.2,20,47.6
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","Two or More Races","N/A","*","*","*","*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School North","=""2449114""","White",7,"*",9,39.1,"*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Asian","N/A","N/A","N/A","*","N/A","*","N/A","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Black or African American","N/A","*","N/A","*","*","*","*","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Hispanic/Latino of any race","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","Two or More Races","N/A","*","N/A","*","N/A","*","N/A","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Whitney High School West","=""2449314""","White","N/A","N/A","N/A","N/A","N/A","*","N/A","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Asian","N/A","N/A","*","*","N/A","N/A","N/A","N/A","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Black or African American",25,9.5,24,9.1,35,12.2,31,10.9,22,7.6
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Hispanic/Latino of any race","*","*",6,5.5,"*","*","*","*","*","*"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","Two or More Races","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Wintergreen Interdistrict  Magnet School","=""2440314""","White","*","*","*","*","*","*","*","*",6,4.1
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Black or African American","N/A","*","N/A","*","N/A","N/A","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Hispanic/Latino of any race","N/A","N/A","*","*","N/A","N/A","*","*","*","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","Two or More Races","N/A","*","N/A","*","N/A","*","*","*","N/A","*"
"Ashford School District","=""0030011""","Ashford School","=""0030111""","White",12,2.8,"*","*",10,2.6,16,4.5,12,3.6
"Avon School District","=""0040011""","Avon High School","=""0046111""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Asian","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Black or African American",7,22.6,12,36.4,11,32.4,11,28.9,12,28.6
"Avon School District","=""0040011""","Avon High School","=""0046111""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Native Hawaiian or Other Pacific Islander","*","*","N/A","*","N/A","*","N/A","N/A","N/A","N/A"
"Avon School District","=""0040011""","Avon High School","=""0046111""","Two or More Races","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon High School","=""0046111""","White",7,0.8,32,3.7,18,2.2,13,1.7,8,1.0
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","American Indian or Alaska Native","N/A","N/A","N/A","*","N/A","*","N/A","*","N/A","N/A"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Asian","*","*","*","*","*","*","N/A","N/A","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Black or African American",9,"*",6,"*","*","*","*","*",6,28.6
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Hispanic/Latino of any race","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Two or More Races","*","*","*","*","*","*","N/A","*","N/A","*"
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","White",14,3.0,12,2.5,15,3.3,10,2.4,13,3.2
"Avon School District","=""0040011""","Avon Public Schools Pre-K","=""0040111""","Asian","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Avon School District","=""0040011""","Avon Public Schools Pre-K","=""0040111""","Black or African American","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Avon School District","=""0040011""","Avon Public Schools Pre-K","=""0040111""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Avon School District","=""0040011""","Avon Public Schools Pre-K","=""0040111""","Two or More Races","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Avon School District","=""0040011""","Avon Public Schools Pre-K","=""0040111""","White","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Asian","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Black or African American","N/A","N/A","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Hispanic/Latino of any race","*","*","*","*","N/A","N/A","N/A","N/A","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","N/A","N/A","*","N/A","*","N/A","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","Two or More Races","N/A","N/A","N/A","N/A","N/A","*","N/A","*","*","*"
"Avon School District","=""0040011""","Pine Grove School","=""0040411""","White","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","American Indian or Alaska Native","N/A","N/A","N/A","*","N/A","*","N/A","*","N/A","*"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Asian","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Black or African American","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","Two or More Races","N/A","N/A","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Avon School District","=""0040011""","Roaring Brook School","=""0040311""","White","*","*","*","*","*","*","*","*","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Asian","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Black or African American","*","*","*","*","N/A","N/A","N/A","N/A","*","*"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Hispanic/Latino of any race","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","Two or More Races","*","*","N/A","*","N/A","*","N/A","N/A","N/A","N/A"
"Avon School District","=""0040011""","Thompson Brook School","=""0040511""","White",9,1.9,"*","*","*","*","*","*","*","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","American Indian or Alaska Native","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","N/A"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Black or African American","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Hispanic/Latino of any race","N/A","*","*","*","N/A","*","N/A","*","N/A","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","Two or More Races","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Barkhamsted School District","=""0050011""","Barkhamsted Elementary School","=""0050111""","White","*","*","*","*","*","*","*","*","N/A","N/A"
"Barkhamsted School District","=""0050011""","Bridges at Barkhamsted Elementary School","=""0050211""","White","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Barkhamsted School District","=""0050011""","Shared Services Integrated Preschool","=""0058011""","Hispanic/Latino of any race","N/A","*","N/A","*","N/A","N/A","N/A","*","N/A","*"
"Barkhamsted School District","=""0050011""","Shared Services Integrated Preschool","=""0058011""","Two or More Races","N/A","*","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Barkhamsted School District","=""0050011""","Shared Services Integrated Preschool","=""0058011""","White","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","American Indian or Alaska Native","N/A","N/A","N/A","N/A","N/A","*","*","*","N/A","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Asian","*","*","*","*","*","*","N/A","N/A","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Black or African American","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Hispanic/Latino of any race",19,27.1,15,22.4,11,16.9,8,12.3,9,12.7
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Native Hawaiian or Other Pacific Islander","N/A","N/A","N/A","*","N/A","*","N/A","*","N/A","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","Two or More Races","*","*","*","*","*","*","N/A","N/A","*","*"
"Berlin School District","=""0070011""","Berlin High School","=""0076111""","White",78,9.3,53,6.4,43,5.5,23,3.0,25,3.2
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","N/A","N/A","N/A"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Asian","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Black or African American","*","*","*","*","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Hispanic/Latino of any race",12,33.3,"*","*",11,16.7,19,27.9,"*","*"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","Two or More Races","*","*","N/A","*","*","*","N/A","*","N/A","N/A"
"Berlin School District","=""0070011""","Catherine M. McGee Middle School","=""0075111""","White",36,5.7,22,3.7,20,3.5,30,5.2,33,5.9
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","American Indian or Alaska Native","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Asian","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Black or African American","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","Two or More Races","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Berlin School District","=""0070011""","Emma Hart Willard School","=""0070411""","White","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Asian","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Black or African American","N/A","*","*","*","*","*","N/A","*","N/A","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Hispanic/Latino of any race","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","Two or More Races","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Berlin School District","=""0070011""","Mary E. Griswold School","=""0070511""","White","*","*","*","*","*","*","N/A","N/A","N/A","N/A"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Asian","N/A","*","N/A","N/A","N/A","*","N/A","*","N/A","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Black or African American","N/A","*","N/A","*","N/A","*","*","*","N/A","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Hispanic/Latino of any race","N/A","N/A","N/A","N/A","*","*","*","*","*","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","Two or More Races","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Berlin School District","=""0070011""","Richard D. Hubbard School","=""0070111""","White","N/A","N/A","N/A","N/A","*","*","N/A","N/A","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","American Indian or Alaska Native","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Asian","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Black or African American","N/A","*","N/A","*","*","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Hispanic/Latino of any race","N/A","*","N/A","*","N/A","*","N/A","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Two or More Races","N/A","*","N/A","*","N/A","*","*","*","*","*"
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","White","*","*","*","*","*","*","*","*","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Asian","N/A","N/A","N/A","*","*","*","N/A","N/A","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Black or African American","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Hispanic/Latino of any race","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Two or More Races","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
