"District","District Code","School","School Code","Gender","Count","%"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","Female","N/A","N/A"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","Male","N/A","N/A"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Female","N/A","N/A"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Male","N/A","N/A"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Female","N/A","N/A"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Male","N/A","N/A"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Female","N/A","N/A"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Male","N/A","N/A"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Female","N/A","N/A"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Male","N/A","N/A"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Female","N/A","N/A"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Male","N/A","N/A"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Female","N/A","N/A"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Male","N/A","N/A"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Female","N/A","N/A"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Male","N/A","N/A"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Female","N/A","N/A"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Male","N/A","N/A"
"Derby School District","=""0370011""","Head Start","=""0378641""","Female","N/A","*"
"Derby School District","=""0370011""","Head Start","=""0378641""","Male","N/A","*"
"Derby School District","=""0370011""","Irving School","=""0370411""","Female","N/A","N/A"
"Derby School District","=""0370011""","Irving School","=""0370411""","Male","N/A","N/A"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Female","N/A","N/A"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Male","N/A","N/A"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","Female","N/A","N/A"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","Male","N/A","N/A"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Female","N/A","N/A"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Male","N/A","N/A"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Female","N/A","N/A"
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Male","N/A","N/A"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Female","N/A","N/A"
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Male","N/A","N/A"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","Female","N/A","N/A"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","Male","N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Female","N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Male","N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","Female","N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","Male","N/A","N/A"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Female","N/A","N/A"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Male","N/A","N/A"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","Female","N/A","N/A"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","Male","N/A","N/A"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Female","N/A","N/A"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Male","N/A","N/A"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Female","N/A","N/A"
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Male","N/A","N/A"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Female","N/A","N/A"
"Groton School District","=""0590011""","Carl C. Cutler Middle School","=""0595311""","Male","N/A","N/A"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""","Female","N/A","N/A"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0590311""","Male","N/A","N/A"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Female","N/A","N/A"
"Groton School District","=""0590011""","Catherine Kolnaski Magnet School","=""0592011""","Male","N/A","N/A"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Female","N/A","N/A"
"Groton School District","=""0590011""","Charles Barnum School","=""0591811""","Male","N/A","N/A"
"Groton School District","=""0590011""","Comm Based PreK","=""0598741""","Female","N/A","*"
"Groton School District","=""0590011""","Comm Based PreK","=""0598741""","Male","N/A","*"
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""","Female","N/A","N/A"
"Groton School District","=""0590011""","Fitch Middle School","=""0595111""","Male","N/A","N/A"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Female","N/A","N/A"
"Groton School District","=""0590011""","Mary Morrisson School","=""0591711""","Male","N/A","N/A"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Female","N/A","N/A"
"Groton School District","=""0590011""","Northeast Academy Elementary School","=""0591911""","Male","N/A","N/A"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Female","N/A","N/A"
"Groton School District","=""0590011""","Pleasant Valley School","=""0591211""","Male","N/A","N/A"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Female","N/A","N/A"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Male","N/A","N/A"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Female","N/A","N/A"
"Groton School District","=""0590011""","S. B. Butler School","=""0590111""","Male","N/A","N/A"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Female","N/A","N/A"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Male","N/A","N/A"
"Madison School District","=""0760011""","Comm Based PreK","=""0768741""","Female","N/A","*"
"Madison School District","=""0760011""","Comm Based PreK","=""0768741""","Male","N/A","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Female","N/A","N/A"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Male","N/A","N/A"
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","Female","N/A","N/A"
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","Male","N/A","N/A"
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","Female","N/A","N/A"
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","Male","N/A","N/A"
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","Female","N/A","N/A"
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","Male","N/A","N/A"
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","Female","N/A","N/A"
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","Male","N/A","N/A"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","Female","N/A","N/A"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Bowers School","=""0770111""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Bowers School","=""0770111""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Buckley School","=""0770311""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Buckley School","=""0770311""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Comm Based PreK","=""0778741""","Female","N/A","*"
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Martin School","=""0771611""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Martin School","=""0771611""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Nathan Hale School","=""0770911""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Male","N/A","N/A"
"Manchester School District","=""0770011""","Washington School","=""0771411""","Female","N/A","N/A"
"Manchester School District","=""0770011""","Washington School","=""0771411""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Barnard Environmental Magnet School","=""0930211""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Beecher School","=""0930311""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Christopher Columbus Academy","=""0934111""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Clarence Rogers School","=""0930511""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Dwight Early Childhood Program","=""0938211""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Early Learning Center","=""0938111""","Male","N/A","N/A"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Female","N/A","N/A"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Edgewood School","=""0931211""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Headstart","=""0938011""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Headstart","=""0938011""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Helene Grant HeadStart","=""0938311""","Male","N/A","N/A"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Female","N/A","N/A"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Male","N/A","N/A"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Female","N/A","N/A"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Male","N/A","N/A"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Female","N/A","N/A"
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Male","N/A","N/A"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Female","N/A","N/A"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Katherine Brennan School","=""0930411""","Male","N/A","N/A"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Female","N/A","N/A"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Nathan Hale School","=""0931411""","Male","N/A","N/A"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Female","N/A","N/A"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Polly T. McCabe Center","=""0936511""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0936911""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Riverside Education Academy","=""0936911""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Sheridan Communications and Technology Magnet School","=""0935311""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Sheridan Communications and Technology Magnet School","=""0935311""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Timothy Dwight School","=""0931111""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Timothy Dwight School","=""0931111""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Truman School","=""0932911""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Truman School","=""0932911""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0935111""","Female","N/A","*"
"New Haven School District","=""0930011""","Urban Youth Center Middle School","=""0935111""","Male","N/A","N/A"
"New Haven School District","=""0930011""","Vincent E. Mauro Elementary Math, Science and Technology Magnet School","=""0932511""","Female","N/A","N/A"
"New Haven School District","=""0930011""","Vincent E. Mauro Elementary Math, Science and Technology Magnet School","=""0932511""","Male","N/A","N/A"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","Female","N/A","N/A"
"New Haven School District","=""0930011""","West Rock Authors Academy","=""0934911""","Male","N/A","N/A"
