"District","District Code","School","School Code","Free/Reduced Price Meal Eligibility","Count","%"
"Groton School District","=""0590011""","Virtual Learning Academy","=""0590611""","Eligible for Free or Reduced-Price Meals","*","*"
"Groton School District","=""0590011""","West Side Middle School","=""0595211""","Eligible for Free or Reduced-Price Meals",56,21.2
"Guilford School District","=""0600011""","A. Baldwin Middle School","=""0600711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Guilford School District","=""0600011""","A. W. Cox School","=""0600611""","Eligible for Free or Reduced-Price Meals","*","*"
"Guilford School District","=""0600011""","Calvin Leete School","=""0600411""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Guilford School District","=""0600011""","E. C. Adams Middle School","=""0605111""","Eligible for Free or Reduced-Price Meals","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Eligible for Free or Reduced-Price Meals",10,9.7
"Guilford School District","=""0600011""","Guilford Lakes School","=""0600211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Guilford School District","=""0600011""","Melissa Jones School","=""0600311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Litchfield School District","=""0740011""","Center School","=""0740211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Eligible for Free or Reduced-Price Meals",6,18.2
"Litchfield School District","=""0740011""","Litchfield Intermediate School","=""0740311""","Eligible for Free or Reduced-Price Meals","*","*"
"Litchfield School District","=""0740011""","Litchfield Middle School","=""0746011""","Eligible for Free or Reduced-Price Meals","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Eligible for Free or Reduced-Price Meals","*","*"
"Madison School District","=""0760011""","Dr. Robert H. Brown Middle School","=""0760611""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Madison School District","=""0760011""","Island Avenue Elementary School","=""0760211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Madison School District","=""0760011""","J. Milton Jeffrey Elementary School","=""0760111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Madison School District","=""0760011""","Kathleen H. Ryerson Elementary School","=""0760311""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Madison School District","=""0760011""","Town Campus Learning Center","=""0769011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Madison School District","=""0760011""","Walter C. Polson Upper Middle School","=""0765211""","Eligible for Free or Reduced-Price Meals","*","*"
"Manchester School District","=""0770011""","Bentley Alternative Education Program","=""0770211""","Eligible for Free or Reduced-Price Meals",30,60.0
"Manchester School District","=""0770011""","Bowers School","=""0770111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Manchester School District","=""0770011""","Buckley School","=""0770311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Manchester School District","=""0770011""","Elementary Site 2","=""0771111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Manchester School District","=""0770011""","Elisabeth M. Bennet Academy","=""0771711""","Eligible for Free or Reduced-Price Meals",33,13.0
"Manchester School District","=""0770011""","Highland Park School","=""0770411""","Eligible for Free or Reduced-Price Meals",6,5.5
"Manchester School District","=""0770011""","Illing Middle School","=""0775311""","Eligible for Free or Reduced-Price Meals",88,18.0
"Manchester School District","=""0770011""","Keeney School","=""0770611""","Eligible for Free or Reduced-Price Meals","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Eligible for Free or Reduced-Price Meals",186,22.6
"Manchester School District","=""0770011""","Manchester Preschool - Site 2","=""0770811""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Manchester School District","=""0770011""","Manchester Preschool Center","=""0778011""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Manchester School District","=""0770011""","Manchester Regional Academy","=""0779011""","Eligible for Free or Reduced-Price Meals",49,75.4
"Manchester School District","=""0770011""","Manchester Transition Center","=""0779111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Manchester School District","=""0770011""","Martin School","=""0771611""","Eligible for Free or Reduced-Price Meals",9,5.5
"Manchester School District","=""0770011""","New Horizons","=""0770711""","Eligible for Free or Reduced-Price Meals","*","*"
"Manchester School District","=""0770011""","Robertson School","=""0771011""","Eligible for Free or Reduced-Price Meals","*","*"
"Manchester School District","=""0770011""","Verplanck School","=""0771211""","Eligible for Free or Reduced-Price Meals","*","*"
"Manchester School District","=""0770011""","Waddell School","=""0771311""","Eligible for Free or Reduced-Price Meals",14,6.2
"Manchester School District","=""0770011""","Washington School","=""0771411""","Eligible for Free or Reduced-Price Meals",39,12.1
"Darien School District","=""0350011""","Darien High School","=""0356111""","Eligible for Free or Reduced-Price Meals","*","*"
"Darien School District","=""0350011""","Hindley Elementary School","=""0350211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Darien School District","=""0350011""","Holmes Elementary School","=""0350711""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Darien School District","=""0350011""","Middlesex Middle School","=""0355111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Darien School District","=""0350011""","Ox Ridge Elementary School","=""0351311""","Eligible for Free or Reduced-Price Meals","*","*"
"Darien School District","=""0350011""","Royle Elementary School","=""0350511""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Darien School District","=""0350011""","Tokeneke Elementary School","=""0350611""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Deep River School District","=""0360011""","Deep River Elementary School","=""0360111""","Eligible for Free or Reduced-Price Meals","*","*"
"Derby School District","=""0370011""","Bradley School","=""0370611""","Eligible for Free or Reduced-Price Meals",9,5.2
"Derby School District","=""0370011""","Derby Alternative Education Center","=""0370511""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Eligible for Free or Reduced-Price Meals",45,19.1
"Derby School District","=""0370011""","Derby Middle School","=""0375011""","Eligible for Free or Reduced-Price Meals",54,26.3
"Derby School District","=""0370011""","Irving School","=""0370411""","Eligible for Free or Reduced-Price Meals",18,6.2
"Derby School District","=""0370011""","Little Raiders University","=""0370111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Granby School District","=""0400011""","Allgrove School","=""0400111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Eligible for Free or Reduced-Price Meals",10,35.7
"East Granby School District","=""0400011""","East Granby Middle School","=""0405111""","Eligible for Free or Reduced-Price Meals",6,18.8
"East Granby School District","=""0400011""","R. Dudley Seymour School","=""0400211""","Eligible for Free or Reduced-Price Meals","*","*"
"Eastford School District","=""0390011""","Eastford Elementary School","=""0390111""","Eligible for Free or Reduced-Price Meals","*","*"
"East Haddam School District","=""0410011""","East Haddam Elementary School","=""0410111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Eligible for Free or Reduced-Price Meals","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray Middle School","=""0415111""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","Central Middle School","=""0575111""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","Community Connections","=""0571211""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Greenwich School District","=""0570011""","Cos Cob School","=""0570211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Greenwich School District","=""0570011""","Eastern Middle School","=""0575211""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","Glenville School","=""0570411""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","Greenwich Alternative High School","=""0571411""","Eligible for Free or Reduced-Price Meals",9,34.6
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Eligible for Free or Reduced-Price Meals",32,7.8
"Greenwich School District","=""0570011""","Hamilton Avenue School","=""0570511""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","International School At Dundee","=""0571311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Greenwich School District","=""0570011""","Julian Curtiss School","=""0570311""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","New Lebanon School","=""0570611""","Eligible for Free or Reduced-Price Meals","*","*"
"Greenwich School District","=""0570011""","North Mianus School","=""0570711""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Greenwich School District","=""0570011""","North Street School","=""0570811""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Greenwich School District","=""0570011""","Old Greenwich School","=""0570911""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Greenwich School District","=""0570011""","Parkway School","=""0571111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Greenwich School District","=""0570011""","Riverside School","=""0571011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Greenwich School District","=""0570011""","Western Middle School","=""0575311""","Eligible for Free or Reduced-Price Meals",8,3.8
"Griswold School District","=""0580011""","Griswold Alternative School","=""0580111""","Eligible for Free or Reduced-Price Meals","*","*"
"Griswold School District","=""0580011""","Griswold Elementary School","=""0580311""","Eligible for Free or Reduced-Price Meals","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Eligible for Free or Reduced-Price Meals",41,20.8
"Griswold School District","=""0580011""","Griswold Middle School","=""0585111""","Eligible for Free or Reduced-Price Meals",27,11.2
"Bolton School District","=""0120011""","Bolton Center School","=""0120111""","Eligible for Free or Reduced-Price Meals","*","*"
"Bolton School District","=""0120011""","Bolton High School","=""0126111""","Eligible for Free or Reduced-Price Meals",9,20.0
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""","Eligible for Free or Reduced-Price Meals","*","*"
"Branford School District","=""0140011""","Branford High School","=""0146111""","Eligible for Free or Reduced-Price Meals",38,17.6
"Branford School District","=""0140011""","Branford High School Horizons Program","=""0140211""","Eligible for Free or Reduced-Price Meals",19,55.9
"Branford School District","=""0140011""","Bridgeport Detention Center","=""3480115""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Branford School District","=""0140011""","Francis Walsh Intermediate School","=""0145111""","Eligible for Free or Reduced-Price Meals",30,12.6
"Branford School District","=""0140011""","John B. Sliney School","=""0141611""","Eligible for Free or Reduced-Price Meals","*","*"
"Branford School District","=""0140011""","Mary R. Tisko School","=""0141511""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Branford School District","=""0140011""","Mary T. Murphy School","=""0141411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Eligible for Free or Reduced-Price Meals",27,32.1
"Danbury School District","=""0340011""","Broadview Middle School","=""0345111""","Eligible for Free or Reduced-Price Meals",39,7.2
"Danbury School District","=""0340011""","DPS Early Childhood Center","=""0340111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Eligible for Free or Reduced-Price Meals",320,25.0
"Danbury School District","=""0340011""","Ellsworth Avenue School","=""0341411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Danbury School District","=""0340011""","Great Plain School","=""0341111""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","Hayestown Avenue School","=""0340211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Danbury School District","=""0340011""","King Street Intermediate School","=""0341711""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","King Street Primary School","=""0341311""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Danbury School District","=""0340011""","Mill Ridge Primary School","=""0340511""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Danbury School District","=""0340011""","Morris Street School","=""0340611""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Danbury School District","=""0340011""","Park Avenue School","=""0340811""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","Pembroke School","=""0341511""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Danbury School District","=""0340011""","Rogers Park Middle School","=""0345211""","Eligible for Free or Reduced-Price Meals",76,12.2
"Danbury School District","=""0340011""","Shelter Rock School","=""0341211""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","South Street School","=""0341011""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","Stadley Rough School","=""0341611""","Eligible for Free or Reduced-Price Meals","*","*"
"Danbury School District","=""0340011""","Western CT Academy of International Studies Elementary Magnet School","=""0341911""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Danbury School District","=""0340011""","Westside Middle School Academy","=""0340311""","Eligible for Free or Reduced-Price Meals",27,14.4
"Glastonbury School District","=""0540011""","Buttonball Lane School","=""0540211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Glastonbury School District","=""0540011""","Eastbury School","=""0540311""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Glastonbury School District","=""0540011""","Gideon Welles School","=""0540811""","Eligible for Free or Reduced-Price Meals","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Eligible for Free or Reduced-Price Meals",11,5.0
"Glastonbury School District","=""0540011""","Hebron Avenue School","=""0540411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Glastonbury School District","=""0540011""","Hopewell School","=""0540611""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Glastonbury School District","=""0540011""","Links Academy","=""0540111""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Glastonbury School District","=""0540011""","Links Transition","=""0541411""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Glastonbury School District","=""0540011""","Naubuc School","=""0540711""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Glastonbury School District","=""0540011""","Nayaug Elementary School","=""0540911""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Glastonbury School District","=""0540011""","PreK-Eastbury","=""0540511""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Glastonbury School District","=""0540011""","Smith Middle School","=""0545211""","Eligible for Free or Reduced-Price Meals","*","*"
"Granby School District","=""0560011""","Frank M. Kearns Primary School","=""0560111""","Eligible for Free or Reduced-Price Meals","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Eligible for Free or Reduced-Price Meals",14,20.0
"Granby School District","=""0560011""","Granby Memorial Middle School","=""0565111""","Eligible for Free or Reduced-Price Meals",9,24.3
"Granby School District","=""0560011""","Kelly Lane Primary School","=""0560411""","Eligible for Free or Reduced-Price Meals","*","*"
"Granby School District","=""0560011""","Wells Road Intermediate School","=""0560311""","Eligible for Free or Reduced-Price Meals","*","*"
"Bethel School District","=""0090011""","Anna H. Rockwell School","=""0090411""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bethel School District","=""0090011""","Bethel High School","=""0096111""","Eligible for Free or Reduced-Price Meals",51,27.6
"Bethel School District","=""0090011""","Bethel Middle School","=""0095111""","Eligible for Free or Reduced-Price Meals",15,10.0
"Bethel School District","=""0090011""","Frank A. Berry School","=""0090111""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Bethel School District","=""0090011""","Ralph M. T. Johnson School","=""0090511""","Eligible for Free or Reduced-Price Meals",6,6.5
"Bethany School District","=""0080011""","Bethany Community School","=""0080111""","Eligible for Free or Reduced-Price Meals","*","*"
"Bloomfield School District","=""0110011""","Bloomfield High School","=""0116111""","Eligible for Free or Reduced-Price Meals",81,28.8
"Bloomfield School District","=""0110011""","Carmen Arace Intermediate School","=""0110711""","Eligible for Free or Reduced-Price Meals",11,7.9
"Bloomfield School District","=""0110011""","Carmen Arace Middle School","=""0115211""","Eligible for Free or Reduced-Price Meals",33,27.0
"Bloomfield School District","=""0110011""","Global Experience Magnet School","=""0116311""","Eligible for Free or Reduced-Price Meals",27,26.5
"Bloomfield School District","=""0110011""","Laurel School","=""0110611""","Eligible for Free or Reduced-Price Meals",16,8.0
"Bloomfield School District","=""0110011""","Learning Academy at Bloomfield","=""0116411""","Eligible for Free or Reduced-Price Meals","*","*"
"Bloomfield School District","=""0110011""","Metacomet School","=""0110511""","Eligible for Free or Reduced-Price Meals",12,7.4
"Bloomfield School District","=""0110011""","Wintonbury Early Childhood Magnet School","=""0110811""","Eligible for Free or Reduced-Price Meals","*","*"
"Columbia School District","=""0300011""","Horace W. Porter School","=""0300111""","Eligible for Free or Reduced-Price Meals","*","*"
"Coventry School District","=""0320011""","Capt. Nathan Hale School","=""0325111""","Eligible for Free or Reduced-Price Meals",7,7.5
"Coventry School District","=""0320011""","Coventry Academy","=""0320111""","Eligible for Free or Reduced-Price Meals","*","*"
"Coventry School District","=""0320011""","Coventry Grammar School","=""0320211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Eligible for Free or Reduced-Price Meals",12,13.5
"Coventry School District","=""0320011""","George Hersey Robertson School","=""0320411""","Eligible for Free or Reduced-Price Meals","*","*"
"Coventry School District","=""0320011""","Hale Early Education Center","=""0320311""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Eligible for Free or Reduced-Price Meals",25,22.7
"Cromwell School District","=""0330011""","Cromwell Middle School","=""0335111""","Eligible for Free or Reduced-Price Meals",15,16.9
"Cromwell School District","=""0330011""","Edna C. Stevens School","=""0330211""","Eligible for Free or Reduced-Price Meals","*","*"
"Cromwell School District","=""0330011""","Woodside Intermediate School","=""0330311""","Eligible for Free or Reduced-Price Meals",9,8.2
"Farmington School District","=""0520011""","East Farms School","=""0520411""","Eligible for Free or Reduced-Price Meals","*","*"
"Farmington School District","=""0520011""","Farmington Alternative High School","=""0520611""","Eligible for Free or Reduced-Price Meals","*","*"
"Farmington School District","=""0520011""","Farmington Collaborative PK","=""0528011""","Eligible for Free or Reduced-Price Meals","N/A","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Eligible for Free or Reduced-Price Meals",8,5.6
"Farmington School District","=""0520011""","Irving A. Robbins Middle School","=""0525111""","Eligible for Free or Reduced-Price Meals",6,8.6
"Farmington School District","=""0520011""","Noah Wallace School","=""0520211""","Eligible for Free or Reduced-Price Meals","N/A","N/A"
"Farmington School District","=""0520011""","Union School","=""0520111""","Eligible for Free or Reduced-Price Meals","*","*"
"Farmington School District","=""0520011""","West District School","=""0520311""","Eligible for Free or Reduced-Price Meals","*","*"
"Farmington School District","=""0520011""","West Woods Upper Elementary School","=""0520511""","Eligible for Free or Reduced-Price Meals","*","*"
"Franklin School District","=""0530011""","Franklin Elementary School","=""0530111""","Eligible for Free or Reduced-Price Meals","*","*"
"Ansonia School District","=""0020011""","Ansonia High School","=""0026111""","Eligible for Free or Reduced-Price Meals",40,10.3
"Ansonia School District","=""0020011""","Ansonia Middle School","=""0025111""","Eligible for Free or Reduced-Price Meals",73,21.0
"Ansonia School District","=""0020011""","Mead School","=""0020311""","Eligible for Free or Reduced-Price Meals",26,5.7
"Ansonia School District","=""0020011""","P.A.C.E. (Positive And Creative Education)","=""0020111""","Eligible for Free or Reduced-Price Meals",11,39.3
"Ansonia School District","=""0020011""","Prendergast School","=""0020811""","Eligible for Free or Reduced-Price Meals",16,3.3
"Avon School District","=""0040011""","Avon High School","=""0046111""","Eligible for Free or Reduced-Price Meals",9,18.4
"Avon School District","=""0040011""","Avon Middle School","=""0045111""","Eligible for Free or Reduced-Price Meals",7,24.1
