2009_10_entrance_pct,2009_10_persistence_pct,2010_11_entrance_pct,2010_11_persistence_pct,2011_12_entrance_pct,2011_12_persistence_pct,2012_13_entrance_pct,2012_13_persistence_pct,2013_14_entrance_pct,2013_14_persistence_pct,district,district_code,drg,four_y_percent,group,race_ethnicity,school,school_code
80.0,100.0,80.0,100.0,94.3,97.0,78.3,,84.4,100.0,Cheshire School District,0250011,B,100.0,race,Asian,Cheshire High School,0256111
87.9,94.8,90.4,94.9,88.0,95.0,87.1,95.7,85.0,93.2,Cheshire School District,0250011,B,94.9,race,White,Cheshire High School,0256111
76.0,90.5,70.9,90.4,67.0,97.1,76.6,91.8,77.1,91.7,Clinton School District,0270011,D,91.7,race,White,The Morgan School,0276111
79.5,89.8,79.3,89.2,79.4,86.5,75.8,87.7,77.7,91.0,Colchester School District,0280011,D,89.2,race,White,Bacon Academy,0286111
,90.0,65.4,88.8,70.1,83.1,71.8,89.9,70.0,92.9,Coventry School District,0320011,E,89.9,race,White,Coventry High School,0326111
78.1,87.0,80.9,90.9,78.2,89.2,84.6,93.2,79.8,95.2,Cromwell School District,0330011,D,90.9,race,White,Cromwell High School,0336111
79.2,92.9,,,,100.0,74.7,94.6,80.3,96.2,Danbury School District,0340011,H,95.4,race,Asian,Danbury High School,0346111
72.9,94.1,72.6,91.1,76.4,74.5,69.3,94.2,,,Danbury School District,0340011,H,92.6,race,Black or African American,Danbury High School,0346111
46.2,83.3,52.5,86.7,57.1,83.9,57.2,83.5,52.5,78.1,Danbury School District,0340011,H,83.5,race,Hispanic or Latino,Danbury High School,0346111
78.3,92.1,78.1,88.9,75.2,89.6,79.6,88.8,78.6,91.4,Danbury School District,0340011,H,89.6,race,White,Danbury High School,0346111
83.8,94.3,82.5,96.7,87.2,97.1,90.9,98.1,90.0,97.0,Darien School District,0350011,A,97.0,race,White,Darien High School,0356111
67.3,80.0,68.3,90.2,67.2,90.2,80.0,89.3,59.0,72.2,Derby School District,0370011,H,89.3,race,White,Derby High School,0376111
97.4,92.1,83.8,94.7,76.9,90.0,69.0,90.0,81.1,86.0,East Granby School District,0400011,D,90.0,race,White,East Granby High School,0406111
81.2,,,,78.0,91.5,80.0,88.9,64.4,87.9,East Haddam School District,0410011,E,88.9,race,White,Nathan Hale-Ray High School,0416111
79.7,86.8,78.0,86.5,69.0,85.7,80.7,89.6,84.4,92.4,East Hampton School District,0420011,D,86.8,race,White,East Hampton High School,0426111
,93.1,,,,,61.9,,,,East Hartford School District,0430011,H,93.1,race,Asian,East Hartford High School,0436211
56.3,84.8,64.7,82.6,74.2,80.6,69.7,74.7,65.4,67.1,East Hartford School District,0430011,H,80.6,race,Black or African American,East Hartford High School,0436211
62.5,85.0,58.6,67.6,61.9,78.2,55.4,76.1,54.6,70.4,East Hartford School District,0430011,H,76.1,race,Hispanic or Latino,East Hartford High School,0436211
68.8,86.7,63.4,77.5,68.5,80.3,69.2,81.5,71.9,73.9,East Hartford School District,0430011,H,80.3,race,White,East Hartford High School,0436211
66.7,,57.1,,,,68.6,79.2,74.4,75.9,East Haven School District,0440011,G,77.55,race,Hispanic or Latino,East Haven High School,0446111
61.5,90.8,72.0,88.8,72.5,88.4,69.7,85.1,64.6,90.4,East Haven School District,0440011,G,88.8,race,White,East Haven High School,0446111
85.7,,80.0,,,,92.9,100.0,91.7,100.0,East Lyme School District,0450011,D,100.0,race,Asian,East Lyme High School,0456111
85.8,91.3,81.7,89.7,81.2,88.4,84.1,93.4,84.4,91.8,East Lyme School District,0450011,D,91.3,race,White,East Lyme High School,0456111
61.3,82.6,58.5,89.5,63.2,80.6,56.9,97.0,66.3,88.7,East Windsor School District,0470011,F,88.7,race,White,East Windsor High School,0476111
82.9,89.7,84.9,92.6,80.0,93.2,83.7,93.5,73.4,87.9,Ellington School District,0480011,C,92.6,race,White,Ellington High School,0486111
75.3,84.8,78.7,92.7,67.9,88.7,65.4,80.7,71.1,82.3,Enfield School District,0490011,F,84.8,race,White,Enfield High School,0496111
79.8,85.6,73.6,85.3,69.2,87.8,71.7,86.2,72.1,84.1,Enfield School District,0490011,F,85.6,race,White,Enrico Fermi High School,0496211
85.4,94.9,83.2,96.6,86.7,91.2,86.6,95.3,84.7,94.5,Fairfield School District,0510011,B,94.9,race,White,Fairfield Ludlowe High School,0516011
80.0,70.0,66.7,,65.9,92.6,81.1,93.3,78.8,96.2,Fairfield School District,0510011,B,92.95,race,Hispanic or Latino,Fairfield Warde High School,0516211
82.7,93.4,84.3,95.4,86.3,95.2,88.4,94.1,81.4,98.2,Fairfield School District,0510011,B,95.2,race,White,Fairfield Warde High School,0516211
80.6,96.0,90.0,,,,95.0,94.7,84.2,100.0,Farmington School District,0520011,B,96.0,race,Asian,Farmington High School,0526111
82.2,94.1,84.4,94.4,86.9,94.4,87.4,94.9,87.3,92.1,Farmington School District,0520011,B,94.4,race,White,Farmington High School,0526111
96.0,100.0,84.4,100.0,90.3,96.4,89.5,100.0,90.4,100.0,Glastonbury School District,0540011,B,100.0,race,Asian,Glastonbury High School,0546111
69.2,,77.3,,80.0,91.7,85.2,91.3,71.4,96.7,Glastonbury School District,0540011,B,91.7,race,Hispanic or Latino,Glastonbury High School,0546111
84.5,95.8,84.0,95.9,89.3,95.3,88.1,96.5,86.8,94.3,Glastonbury School District,0540011,B,95.8,race,White,Glastonbury High School,0546111
78.6,90.9,90.2,90.4,81.5,90.3,89.9,91.9,88.6,97.6,Granby School District,0560011,B,90.9,race,White,Granby Memorial High School,0566111
73.1,94.7,69.4,88.0,71.7,97.0,77.3,94.1,65.1,89.3,Greenwich School District,0570011,B,94.1,race,Asian,Greenwich High School,0576111
62.4,84.9,73.3,89.2,62.2,94.1,74.5,88.6,73.1,86.2,Greenwich School District,0570011,B,88.6,race,Hispanic or Latino,Greenwich High School,0576111
79.4,93.7,80.9,95.4,81.1,95.0,85.8,95.4,85.2,92.2,Greenwich School District,0570011,B,95.0,race,White,Greenwich High School,0576111
64.8,81.6,68.8,80.6,58.7,90.1,69.5,74.7,61.8,79.8,Griswold School District,0580011,F,80.6,race,White,Griswold High School,0586211
75.9,86.4,,,82.6,,85.0,,73.9,,Groton School District,0590011,G,86.4,race,Asian,Robert E. Fitch High School,0596111
73.3,75.8,67.6,68.0,60.0,76.2,61.0,72.0,52.6,90.0,Groton School District,0590011,G,75.8,race,Black or African American,Robert E. Fitch High School,0596111
,,78.6,81.8,69.2,,68.0,,43.9,,Groton School District,0590011,G,81.8,race,Hispanic or Latino,Robert E. Fitch High School,0596111
75.3,89.9,79.2,89.0,75.1,87.8,70.5,83.1,67.7,78.0,Groton School District,0590011,G,87.8,race,White,Robert E. Fitch High School,0596111
86.9,94.2,83.1,91.4,78.0,92.4,86.3,94.7,86.1,94.8,Guilford School District,0600011,B,94.2,race,White,Guilford High School,0606111
62.4,80.6,63.7,86.0,65.0,75.5,60.7,75.0,66.2,77.6,Hamden School District,0620011,G,77.6,race,Black or African American,Hamden High School,0626111
58.9,72.7,66.1,91.9,64.8,88.6,68.4,87.2,69.4,86.0,Hamden School District,0620011,G,87.2,race,Hispanic or Latino,Hamden High School,0626111
80.1,90.7,79.2,91.6,74.5,94.8,75.0,91.7,78.8,91.4,Hamden School District,0620011,G,91.6,race,White,Hamden High School,0626111
47.3,65.4,50.7,62.9,48.9,77.3,47.5,,42.9,,Hartford School District,0640011,I,65.4,race,Black or African American,Bulkeley High School,0647111
49.1,70.9,46.3,72.0,44.0,60.4,41.8,70.7,23.0,73.9,Hartford School District,0640011,I,70.9,race,Hispanic or Latino,Bulkeley High School,0647111
,,,,81.0,,,,88.5,73.9,Hartford School District,0640011,I,73.9,race,Black or African American,Capital Preparatory Magnet School,0646911
89.7,91.4,92.1,91.4,88.6,84.6,92.3,91.7,88.6,80.6,Hartford School District,0640011,I,91.4,race,Black or African American,Classical Magnet School,0646411
,,75.0,,,,87.5,95.2,90.0,,Hartford School District,0640011,I,95.2,race,Hispanic or Latino,Classical Magnet School,0646411
,66.7,,61.9,27.3,,40.7,,32.7,,Hartford School District,0640011,I,64.3,race,Black or African American,Culinary Arts Academy,0646011
,,,,,,73.3,90.9,86.7,76.9,Hartford School District,0640011,I,83.9,race,Black or African American,Great Path Academy High School at MCC,0647911
43.9,,42.0,76.2,24.5,,19.6,,31.0,,Hartford School District,0640011,I,76.2,race,Hispanic or Latino,HPHS Academy of Engineering and Green Technology,0647211
67.5,81.5,61.4,74.1,53.8,78.6,66.0,83.9,69.4,68.0,Hartford School District,0640011,I,78.6,race,Black or African American,HPHS Academy of Nursing and Health Science,0647511
39.0,,46.4,,43.2,,41.5,72.7,41.7,50.0,Hartford School District,0640011,I,61.35,race,Hispanic or Latino,HPHS Academy of Nursing and Health Science,0647511
55.2,,60.6,80.0,,,51.9,75.0,57.9,77.3,Hartford School District,0640011,I,77.3,race,Black or African American,HPHS Law and Government Academy,0647411
42.9,,57.8,69.2,58.9,66.7,47.9,69.6,34.5,,Hartford School District,0640011,I,69.2,race,Hispanic or Latino,HPHS Law and Government Academy,0647411
,,,,,,70.8,70.6,51.5,,Hartford School District,0640011,I,70.6,race,Black or African American,"High School, Inc.",0647611
,,,,44.1,73.1,52.4,77.3,51.3,60.0,Hartford School District,0640011,I,73.1,race,Black or African American,Journalism and Media Academy Magnet School,0647711
66.7,79.2,64.9,87.5,60.4,89.7,61.5,,73.1,,Hartford School District,0640011,I,87.5,race,Black or African American,Pathways Academy of Technology and Design,0646611
84.6,63.6,90.3,75.0,,,69.2,,55.0,,Hartford School District,0640011,I,69.3,race,Hispanic or Latino,Pathways Academy of Technology and Design,0646611
78.8,88.5,58.1,,78.1,92.0,70.8,,78.3,,Hartford School District,0640011,I,90.25,race,Black or African American,Sports and Medical Sciences Academy,0646511
74.1,90.0,65.9,77.8,60.5,78.3,85.0,67.6,56.4,59.1,Hartford School District,0640011,I,77.8,race,Hispanic or Latino,Sports and Medical Sciences Academy,0646511
,,77.3,,87.5,85.7,,,96.2,84.0,Hartford School District,0640011,I,84.85,race,White,Sports and Medical Sciences Academy,0646511
91.7,86.4,,,85.0,91.2,86.1,93.5,83.9,80.8,Hartford School District,0640011,I,88.8,race,Black or African American,University High School of Science and Engineering,0646711
,,80.0,90.0,81.0,,,,,,Hartford School District,0640011,I,90.0,race,Hispanic or Latino,University High School of Science and Engineering,0646711
,,,,,,100.0,96.2,87.0,95.0,Hartford School District,0640011,I,95.6,race,White,University High School of Science and Engineering,0646711
49.6,79.4,40.3,68.8,,,,,,,Hartford School District,0640011,I,74.1,race,Black or African American,Weaver High School,0646311
68.2,84.2,50.4,80.6,64.5,79.8,60.0,78.5,64.6,82.4,Killingly School District,0690011,G,80.6,race,White,Killingly High School,0696111
,,,,74.1,86.7,77.9,87.7,71.8,90.2,Lebanon School District,0710011,E,87.7,race,White,Lyman Memorial High School,0716211
77.5,87.9,69.0,86.4,78.1,83.5,78.3,90.5,76.3,87.9,Ledyard School District,0720011,D,87.9,race,White,Ledyard High School,0726111
78.6,85.2,,,80.2,92.2,71.1,88.1,85.2,,Litchfield School District,0740011,E,88.1,race,White,Litchfield High School,0746111
84.6,93.3,86.0,96.7,88.5,96.3,87.4,96.5,88.4,96.8,Madison School District,0760011,B,96.5,race,White,Daniel Hand High School,0766111
80.8,90.5,75.8,92.0,,,100.0,95.0,81.5,81.8,Manchester School District,0770011,G,91.25,race,Asian,Manchester High School,0776111
64.5,89.8,63.6,75.5,61.6,77.8,70.8,79.4,64.6,75.5,Manchester School District,0770011,G,77.8,race,Black or African American,Manchester High School,0776111
60.0,88.1,58.2,79.5,61.8,74.5,43.8,71.9,42.4,60.7,Manchester School District,0770011,G,74.5,race,Hispanic or Latino,Manchester High School,0776111
75.2,88.8,69.9,89.2,73.5,85.0,72.6,83.3,60.3,86.7,Manchester School District,0770011,G,86.7,race,White,Manchester High School,0776111
62.5,65.0,60.7,,43.8,,50.0,,46.3,,Meriden School District,0800011,H,65.0,race,Black or African American,Francis T. Maloney High School,0806111
43.2,62.5,51.1,57.8,44.9,72.9,49.1,72.7,58.9,87.5,Meriden School District,0800011,H,72.7,race,Hispanic or Latino,Francis T. Maloney High School,0806111
76.5,88.6,74.6,93.6,70.5,91.9,78.2,91.9,61.5,88.1,Meriden School District,0800011,H,91.9,race,White,Francis T. Maloney High School,0806111
,,58.1,,43.3,,40.6,,73.7,78.6,Meriden School District,0800011,H,78.6,race,Black or African American,Orville H. Platt High School,0806211
43.9,69.4,53.7,68.2,40.2,77.1,56.0,72.5,51.9,72.2,Meriden School District,0800011,H,72.2,race,Hispanic or Latino,Orville H. Platt High School,0806211
59.6,86.8,63.7,87.7,69.6,87.5,56.2,76.0,66.3,78.9,Meriden School District,0800011,H,86.8,race,White,Orville H. Platt High School,0806211
61.6,80.0,64.2,85.3,50.6,88.1,60.0,84.6,52.4,81.8,Middletown School District,0830011,G,84.6,race,Black or African American,Middletown High School,0836211
50.0,,,,70.6,79.2,74.1,80.0,56.8,85.7,Middletown School District,0830011,G,80.0,race,Hispanic or Latino,Middletown High School,0836211
72.4,88.6,74.2,85.5,77.9,87.1,64.5,89.3,81.8,89.6,Middletown School District,0830011,G,88.6,race,White,Middletown High School,0836211
69.1,86.5,74.9,93.8,70.9,88.2,67.8,91.0,68.2,92.5,Milford School District,0840011,D,91.0,race,White,Jonathan Law High School,0846211
76.9,92.5,79.8,94.0,78.3,90.6,77.8,87.5,79.6,93.0,Milford School District,0840011,D,92.5,race,White,Joseph A. Foran High School,0846311
87.1,92.2,84.3,96.2,84.6,96.2,84.0,91.2,82.5,92.2,Monroe School District,0850011,B,92.2,race,White,Masuk High School,0856111
74.5,85.0,72.3,81.9,66.7,83.7,63.4,88.7,67.2,87.5,Montville School District,0860011,F,85.0,race,White,Montville High School,0866111
61.8,85.7,60.0,85.7,58.3,85.7,67.6,76.0,52.2,87.5,Naugatuck School District,0880011,G,85.7,race,Hispanic or Latino,Naugatuck High School,0886111
59.0,85.7,68.9,90.2,64.7,87.3,70.0,86.5,67.8,89.8,Naugatuck School District,0880011,G,87.3,race,White,Naugatuck High School,0886111
63.6,71.4,67.1,80.0,50.0,75.6,67.1,76.4,69.9,81.0,New Britain School District,0890011,I,76.4,race,Black or African American,New Britain High School,0896111
44.4,70.8,48.7,73.4,51.1,66.7,46.2,60.6,54.0,71.9,New Britain School District,0890011,I,70.8,race,Hispanic or Latino,New Britain High School,0896111
63.1,88.1,64.8,87.3,67.3,92.1,68.8,94.2,68.7,85.6,New Britain School District,0890011,I,88.1,race,White,New Britain High School,0896111
81.0,94.1,79.4,95.9,85.6,95.6,86.3,97.0,87.2,95.1,New Canaan School District,0900011,A,95.6,race,White,New Canaan High School,0906111
82.1,88.6,80.3,91.8,85.4,92.8,84.1,92.3,83.5,94.4,New Fairfield School District,0910011,B,92.3,race,White,New Fairfield High School,0916111
55.1,74.1,75.6,73.5,80.0,91.1,68.2,75.9,73.1,78.9,New Haven School District,0930011,I,75.9,race,Black or African American,Cooperative High School,0936411
80.0,75.0,58.3,,73.1,,81.6,93.5,85.0,70.6,New Haven School District,0930011,I,75.0,race,White,Cooperative High School,0936411
55.6,60.0,69.6,,,,,,,,New Haven School District,0930011,I,60.0,race,Black or African American,High School In The Community,0936611
77.6,84.7,83.1,88.4,85.1,84.1,82.5,82.7,80.6,76.0,New Haven School District,0930011,I,84.1,race,Black or African American,Hill Regional Career High School,0936311
68.8,84.8,75.7,85.7,78.1,80.0,75.0,73.3,71.7,78.9,New Haven School District,0930011,I,80.0,race,Hispanic or Latino,Hill Regional Career High School,0936311
,,,,,91.3,67.7,85.7,71.4,100.0,New Haven School District,0930011,I,91.3,race,White,Hill Regional Career High School,0936311
63.5,70.1,63.0,78.4,63.6,78.0,57.0,77.6,64.9,70.8,New Haven School District,0930011,I,77.6,race,Black or African American,James Hillhouse High School,0936211
,,,,,,47.1,,44.4,80.0,New Haven School District,0930011,I,80.0,race,Hispanic or Latino,James Hillhouse High School,0936211
,,,,80.0,,68.9,71.0,68.4,69.2,New Haven School District,0930011,I,70.1,race,Black or African American,Metropolitan Business Academy,0936011
,,,,,,46.2,,74.2,60.9,New Haven School District,0930011,I,60.9,race,Hispanic or Latino,Metropolitan Business Academy,0936011
,,63.3,,,,67.6,72.0,72.4,76.2,New Haven School District,0930011,I,74.1,race,Black or African American,New Haven Academy,0937011
62.5,72.5,74.4,78.1,77.6,77.8,64.7,78.8,78.8,92.7,New Haven School District,0930011,I,78.1,race,White,Sound School,0936711
60.4,71.1,55.2,65.0,49.6,76.8,59.8,78.8,60.2,68.0,New Haven School District,0930011,I,71.1,race,Black or African American,Wilbur Cross High School,0936111
45.7,60.5,44.4,57.1,47.3,69.4,43.0,56.8,46.2,67.3,New Haven School District,0930011,I,60.5,race,Hispanic or Latino,Wilbur Cross High School,0936111
67.9,91.7,,,81.0,91.2,,96.0,,,New Haven School District,0930011,I,91.7,race,White,Wilbur Cross High School,0936111
93.8,100.0,88.5,95.7,85.0,,80.5,100.0,96.6,100.0,Newington School District,0940011,D,100.0,race,Asian,Newington High School,0946111
69.0,85.0,57.1,85.0,75.0,85.7,69.0,89.7,79.1,79.4,Newington School District,0940011,D,85.0,race,Hispanic or Latino,Newington High School,0946111
78.0,90.1,83.8,89.5,79.8,95.0,78.0,92.2,79.5,94.8,Newington School District,0940011,D,92.2,race,White,Newington High School,0946111
54.5,73.3,64.5,87.5,66.7,75.0,55.3,69.2,62.1,72.2,New London School District,0950011,I,73.3,race,Black or African American,New London High School,0956111
48.1,61.5,50.0,66.7,57.1,62.5,48.6,80.0,52.4,69.8,New London School District,0950011,I,66.7,race,Hispanic or Latino,New London High School,0956111
53.1,,53.7,81.8,75.0,66.7,70.0,74.3,61.3,,New London School District,0950011,I,74.3,race,White,New London High School,0956111
65.4,,71.4,,79.2,,76.2,,80.0,85.0,New Milford School District,0960011,D,85.0,race,Hispanic or Latino,New Milford High School,0966111
78.6,88.9,75.2,92.4,81.5,92.3,75.9,92.2,77.3,94.1,New Milford School District,0960011,D,92.3,race,White,New Milford High School,0966111
83.5,92.9,85.5,90.9,83.7,93.4,85.6,92.9,86.7,94.6,Newtown School District,0970011,B,92.9,race,White,Newtown High School,0976111
82.0,93.9,79.5,93.6,80.4,93.7,80.7,93.2,73.6,88.0,North Branford School District,0990011,E,93.6,race,White,North Branford High School,0996111
91.3,100.0,,,90.9,100.0,72.7,,,,North Haven School District,1010011,D,100.0,race,Asian,North Haven High School,1016111
83.5,90.1,80.9,93.8,81.6,94.9,84.6,92.8,79.3,91.1,North Haven School District,1010011,D,92.8,race,White,North Haven High School,1016111
,,72.7,80.0,53.2,80.0,73.8,80.6,64.8,,North Stonington School District,1020011,E,80.0,race,White,Wheeler High School,1026111
65.7,84.5,68.3,87.2,76.5,85.7,73.7,87.1,74.5,83.6,Norwalk School District,1030011,H,85.7,race,Black or African American,Brien McMahon High School,1036211
64.5,87.0,73.6,91.7,65.9,83.1,76.2,92.5,66.4,81.3,Norwalk School District,1030011,H,87.0,race,Hispanic or Latino,Brien McMahon High School,1036211
82.9,87.3,84.1,90.5,79.1,92.2,83.0,95.7,83.1,88.9,Norwalk School District,1030011,H,90.5,race,White,Brien McMahon High School,1036211
73.8,88.9,60.8,71.1,77.4,85.4,73.2,87.8,78.8,74.6,Norwalk School District,1030011,H,85.4,race,Black or African American,Norwalk High School,1036111
60.8,91.1,62.7,85.9,66.0,80.3,70.2,84.9,59.6,83.0,Norwalk School District,1030011,H,84.9,race,Hispanic or Latino,Norwalk High School,1036111
82.0,89.0,85.5,91.5,82.4,92.4,85.4,96.1,85.3,92.4,Norwalk School District,1030011,H,92.4,race,White,Norwalk High School,1036111
85.1,93.8,87.3,97.8,82.8,95.3,83.6,90.2,82.6,93.7,Old Saybrook School District,1060011,D,93.8,race,White,Old Saybrook Senior High School,1066111
72.8,93.3,81.0,91.0,80.5,94.9,84.7,90.5,83.4,92.1,Oxford School District,1080011,C,92.1,race,White,Oxford High School,1086011
62.0,79.8,58.7,83.5,51.8,78.2,48.8,76.9,66.7,74.5,Plainfield School District,1090011,G,78.2,race,White,Plainfield High School,1096111
71.5,87.3,70.9,86.6,72.1,87.4,81.8,90.8,80.0,85.6,Plainville School District,1100011,F,87.3,race,White,Plainville High School,1106111
64.4,88.2,,83.3,60.7,86.5,60.7,86.2,75.2,90.2,Plymouth School District,1110011,F,86.5,race,White,Terryville High School,1116111
82.1,89.1,75.0,88.3,78.8,92.1,86.3,98.4,83.3,86.3,Portland School District,1130011,E,89.1,race,White,Portland High School,1136111
64.8,67.4,51.9,82.1,,,63.2,72.1,,,Putnam School District,1160011,G,72.1,race,White,Putnam High School,1166111
,,,,,,,,91.3,95.2,Ridgefield School District,1180011,A,95.2,race,Asian,Ridgefield High School,1186111
88.2,96.3,87.2,95.5,89.1,94.2,87.6,96.0,88.5,97.0,Ridgefield School District,1180011,A,96.0,race,White,Ridgefield High School,1186111
82.5,89.0,82.9,90.1,81.1,92.2,84.0,91.8,81.3,92.0,Rocky Hill School District,1190011,D,91.8,race,White,Rocky Hill High School,1196111
78.8,90.4,80.1,89.0,80.8,95.0,74.8,90.5,77.9,91.4,Seymour School District,1240011,F,90.5,race,White,Seymour High School,1246111
,,73.1,,65.2,,67.5,81.5,66.7,90.0,Shelton School District,1260011,D,85.75,race,Hispanic or Latino,Shelton High School,1266111
78.8,89.9,75.8,92.6,76.1,92.6,82.5,89.6,76.7,91.9,Shelton School District,1260011,D,91.9,race,White,Shelton High School,1266111
,,,,90.9,95.0,,,,,Simsbury School District,1280011,B,95.0,race,Hispanic or Latino,Simsbury High School,1286111
85.5,93.8,82.7,96.7,82.9,94.6,87.2,94.8,87.0,96.2,Simsbury School District,1280011,B,94.8,race,White,Simsbury High School,1286111
82.4,96.1,79.5,92.4,78.0,95.8,82.0,93.3,81.1,99.0,Somers School District,1290011,C,95.8,race,White,Somers High School,1296111
81.0,89.2,81.1,89.5,78.1,90.9,80.4,89.3,78.9,89.9,Southington School District,1310011,D,89.5,race,White,Southington High School,1316211
88.5,100.0,96.3,92.3,88.9,91.7,91.4,96.9,95.8,100.0,South Windsor School District,1320011,B,96.9,race,Asian,South Windsor High School,1326211
90.9,95.0,81.8,,82.6,,,,,,South Windsor School District,1320011,B,95.0,race,Black or African American,South Windsor High School,1326211
,,,,,,76.9,85.0,,,South Windsor School District,1320011,B,85.0,race,Hispanic or Latino,South Windsor High School,1326211
85.4,92.8,82.3,91.9,86.0,92.6,83.4,93.9,87.2,93.1,South Windsor School District,1320011,B,92.8,race,White,South Windsor High School,1326211
73.6,89.1,65.7,89.6,56.0,82.7,67.6,87.7,61.0,81.3,Stafford School District,1340011,F,87.7,race,White,Stafford High School,1346111
79.3,91.3,75.0,,,,80.0,95.8,,,Stamford School District,1350011,H,93.55,race,Asian,Stamford High School,1356111
74.0,85.1,68.0,76.5,66.7,81.3,60.9,82.1,71.4,82.1,Stamford School District,1350011,H,82.1,race,Black or African American,Stamford High School,1356111
60.9,83.0,58.3,76.8,70.9,87.5,71.3,82.9,68.6,82.7,Stamford School District,1350011,H,82.9,race,Hispanic or Latino,Stamford High School,1356111
74.4,92.0,84.4,93.4,80.0,95.2,83.8,92.7,85.7,94.4,Stamford School District,1350011,H,93.4,race,White,Stamford High School,1356111
87.5,82.1,92.0,95.7,84.8,82.1,74.3,92.3,76.5,96.2,Stamford School District,1350011,H,92.3,race,Black or African American,The Academy of Information Technology,1356411
57.6,,67.6,95.7,71.4,92.0,80.0,100.0,87.9,82.8,Stamford School District,1350011,H,93.85,race,Hispanic or Latino,The Academy of Information Technology,1356411
78.6,93.2,88.9,89.3,84.0,89.7,89.2,97.3,87.0,93.3,Stamford School District,1350011,H,93.2,race,White,The Academy of Information Technology,1356411
73.1,,,92.3,,,,,,,Stamford School District,1350011,H,92.3,race,Asian,Westhill High School,1356311
58.7,80.3,76.1,83.3,68.5,87.6,56.5,80.8,63.3,77.4,Stamford School District,1350011,H,80.8,race,Black or African American,Westhill High School,1356311
